FE,IGD_mean,IGD_std,HV_mean,HV_std
2850,0.000701876132234872,0.000828073291299968,41652.965684555,5.74750341470657
2900,0.000691811605252118,0.000829653713673188,41652.965814868,5.74745410041198
2950,0.000673899567002465,0.000833434921280484,41652.9660535654,5.747499254123
3000,0.000661889883325117,0.000834414765855531,41652.9664427828,5.74750703671461
3050,0.000654696418782464,0.000835070561669105,41652.9665860911,5.74753396181771
3100,0.000649647669000337,0.000834660689795705,41652.9669307651,5.74749437117988
3150,0.000636286572980594,0.000835096695410488,41652.9675184649,5.74760509680895
3200,0.00062359182169389,0.000837608385110058,41652.9678945675,5.747676022044
3250,0.000614934267561037,0.000839070793210797,41652.9680633678,5.74770791621194
3300,0.000604179379730809,0.000840962720352682,41652.9681894635,5.74773174561983
3350,0.000595343206863162,0.000842316742729743,41652.968309584,5.74775438567212
3400,0.000579392259189439,0.000845054314987712,41652.9686847727,5.74782516623136
3450,0.000575277481434371,0.000845018932904745,41652.9687586355,5.74783905529733
3500,0.000563847626967936,0.000847320199826422,41652.9688403837,5.74785450762599
3550,0.000558893300106355,0.000847825822699701,41652.9689045219,5.74786662349548
3600,0.00055377557434795,0.000849029067923689,41652.9689497757,5.7478751576485
3650,0.000542202177600251,0.00085167899691705,41652.9690764839,5.74789911586547
3700,0.000538928845230443,0.00085253637341156,41652.9691310486,5.74790943145074
3750,0.00053637909400048,0.000852778561513941,41652.9691576228,5.747914451811
3800,0.00053637909400048,0.000852778561513941,41652.9691576228,5.747914451811
3850,0.000525692441529321,0.000857140118688963,41652.9692030288,5.74792303622439
3900,0.000521405897274818,0.000857950637542385,41652.969233216,5.74792874361041
3950,0.000517288897683419,0.000858700060970906,41652.9692660941,5.74793495652455
4000,0.000513364168880232,0.000859197005735377,41652.9693212182,5.74794535957081
4050,0.000506842540865992,0.000859941603407544,41652.9694316166,5.74796613352596
4100,0.000502384546876215,0.000861293593868553,41652.9694518005,5.74796995140901
4150,0.000501506951162805,0.000861096668318428,41652.9694736356,5.74797404246268
4200,0.0005003291465833,0.00086133503255705,41652.9694863298,5.74797644337606
4250,0.000498648680607975,0.000861603973016988,41652.9695010223,5.74797922009453
