frame,pile_type,orientation,l0_m,P_X_T,P_Y_T,l_case1_M1,l_case2_M1,l_case4_M1,l_tt_M1,l_tt_M2,l_tt_M3,l1_M6,l_tt_M6,fem_length_m
146,Steel_D1016,raked_6to1,5.608535491388417,0.442461137531772,26.65605696425149,13.766841634205894,7.1753415754813,,13.766841634205894,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
147,Steel_D1016,raked_6to1,12.644916316000272,0.47374741107355,28.578662400348904,21.09435459038764,14.220994210304909,,21.09435459038764,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
148,Steel_D1016,raked_6to1,12.644916316000272,0.41739461154395,27.90471019164333,20.99331619417437,14.204275645250084,,20.99331619417437,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
149,Steel_D1016,raked_6to1,12.644916316000272,0.284797193327244,26.31512764632537,20.75064152379161,14.164612004399563,,20.75064152379161,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
150,Steel_D1016,raked_6to1,12.644916316000272,0.174699720672014,28.392863469455467,21.06660619993297,14.131327158866272,,21.06660619993297,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
151,Steel_D1016,raked_6to1,12.644916316000272,0.171485304494732,31.12037327725992,21.37088470437656,14.130350524130206,,21.37088470437656,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
152,Steel_D1016,raked_6to1,12.644916316000272,0.25460226688002,31.886486504784664,21.468178881602743,14.155515410890288,,21.468178881602743,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
153,Steel_D1016,raked_6to1,12.644916316000272,0.320035519655313,31.43614563354048,21.41114102780957,14.17519762105206,,21.41114102780957,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
154,Steel_D1016,raked_6to1,13.34049363553306,2.01007091385134,0.2697839974042711,15.52492648570448,15.343131620470214,,15.52492648570448,20.268592769230825,17.38949393594546,5.99783038623763,19.33832402177069,24.8254891687743
155,Steel_D1016,raked_6to1,14.115554765891227,0.615217020525016,40.12596036045113,23.914668261795168,15.733245949429662,,23.914668261795168,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
156,Steel_D1016,raked_6to1,14.115554765891227,0.510363967719992,36.88711260995873,23.545174247664487,15.702452242228553,,23.545174247664487,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
157,Steel_D1016,raked_6to1,14.115554765891227,0.351936333989014,35.922174231331205,23.431767608003558,15.655391020387423,,23.431767608003558,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
158,Steel_D1016,raked_6to1,14.115554765891227,0.321756025741079,35.773026419753194,23.41409394698187,15.646352077377232,,23.41409394698187,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
159,Steel_D1016,raked_6to1,14.115554765891227,0.332268735681018,34.9895805992629,23.32060329684858,15.649503317493208,,23.32060329684858,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
160,Steel_D1016,raked_6to1,14.115554765891227,0.303932517542573,33.50446450925871,23.140252429642263,15.64100276676428,,23.140252429642263,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
168,Steel_D1016,raked_6to1,5.608535491388417,0.731788305717088,19.599998242253555,12.678243040812749,7.260137674956246,,12.678243040812749,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
169,Steel_D1016,raked_6to1,5.608535491388417,0.678432861836527,17.68950854678562,12.356395126511016,7.244658403825808,,12.356395126511016,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
170,Steel_D1016,raked_6to1,5.608535491388417,0.65637583713182,19.00187384611957,12.579360231479322,7.238238627365129,,12.579360231479322,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
171,Steel_D1016,raked_6to1,5.608535491388417,0.647586161588484,20.465036157380894,12.760311327014172,7.235676976076173,,12.760311327014172,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
172,Steel_D1016,raked_6to1,5.608535491388417,0.627569292366675,20.853686044815262,12.827058037662722,7.229836070741087,,12.827058037662722,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
173,Steel_D1016,raked_6to1,5.608535491388417,0.587435215770386,20.48368745506336,12.763526748028411,7.218094670662637,,12.763526748028411,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
174,Steel_D1016,raked_6to1,5.608535491388417,0.54397480913067,20.47937583814971,12.762783550352925,7.205334293834688,,12.762783550352925,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
175,Steel_D1016,raked_6to1,12.644916316000272,0.729727081819843,28.559440343591543,21.091487565959195,14.295921815170196,,21.091487565959195,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
176,Steel_D1016,raked_6to1,12.644916316000272,0.625494435454219,26.131788888705948,20.72224167358381,14.265610879418412,,20.72224167358381,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
177,Steel_D1016,raked_6to1,12.644916316000272,0.635450665722294,27.00007935623762,20.855981190123423,14.268517871461906,,20.855981190123423,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
178,Steel_D1016,raked_6to1,12.644916316000272,0.61484682428414,29.22217598765154,21.189847376332413,14.262499267190291,,21.189847376332413,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
179,Steel_D1016,raked_6to1,12.644916316000272,0.53681174787327,30.4675437354894,21.286956693275613,14.239607381697205,,21.286956693275613,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
180,Steel_D1016,raked_6to1,12.644916316000272,0.478234830168289,29.61963799856069,21.248361022916605,14.222322013223438,,21.248361022916605,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
181,Steel_D1016,raked_6to1,5.299929671998553,0.718693283493452,0.5120607279749047,7.588485488320092,6.947739313858468,,7.588485488320092,12.22802880569632,9.348929972410955,5.99783038623763,11.297760058236182,28.6142431727492
182,Steel_D1016,raked_6to1,14.115554765891227,0.771811999311024,26.30114283841114,22.219116744670696,15.778722262312016,,22.219116744670696,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
183,Steel_D1016,raked_6to1,14.115554765891227,0.643305801600249,25.517853602553583,22.09713649111317,15.741448088636409,,22.09713649111317,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
184,Steel_D1016,raked_6to1,14.115554765891227,0.648145057531214,25.249228208320226,22.05492714469023,15.7428591919738,,22.05492714469023,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
185,Steel_D1016,raked_6to1,14.115554765891227,0.625544876495449,27.17928039784708,22.35398423942801,15.7362640632087,,22.35398423942801,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
186,Steel_D1016,raked_6to1,14.115554765891227,0.559876206685817,28.41835370836058,22.54105628085796,15.717027913429162,,22.54105628085796,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
187,Steel_D1016,raked_6to1,14.115554765891227,0.491615169954151,27.90914444724499,22.464622935012017,15.696916570134386,,22.464622935012017,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
188,Steel_D1016,raked_6to1,14.115554765891227,0.435349547311671,29.532881681684685,22.706257338906568,15.6802497886151,,22.706257338906568,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
195,Steel_D1016,raked_6to1,13.34049363553306,0.585633432791757,0.4720597403684994,15.61200907240741,14.949524743751882,,15.61200907240741,20.268592769230825,17.38949393594546,5.99783038623763,19.33832402177069,24.8254891687743
196,Steel_D1016,raked_6to1,5.608535491388417,0.451388468731049,24.8112668173536,13.478667281285496,7.177989791596779,,13.478667281285496,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
197,Steel_D1016,raked_6to1,12.644916316000272,0.383208528735294,29.642339184804403,21.251692461537186,14.19409345726534,,21.251692461537186,19.57301544969804,16.69391661641267,5.99783038623763,18.6427467022379,25.5111806802956
198,Steel_D1016,raked_6to1,14.115554765891227,0.356544418717144,31.68498586590301,22.913350143001004,15.656769038472728,,22.913350143001004,21.043653899588996,18.164555066303627,5.99783038623763,20.113385152128856,24.7776916169128
