frame,pile_type,orientation,l0_m,P_X_T,P_Y_T,l_case1_M1,l_case2_M1,l_case4_M1,l_tt_M1,l_tt_M2,l_tt_M3,l1_M6,l_tt_M6,fem_length_m
31,BTCT_D800,raked_6to1,11.592994309061725,0.816196467346327,4.807829649497831,15.781860321760382,13.330855414987244,,15.781860321760382,17.65071851702687,15.133319969034645,5.233109948878202,16.826104257939924,24.7434110327731
32,BTCT_D800,raked_6to1,11.07204952053814,0.748866574178156,4.486550332161434,15.1470481011179,12.785833247568451,,15.1470481011179,17.129773728503288,14.61237518051106,5.233109948878202,16.305159469416342,24.7434110327731
33,BTCT_D800,raked_6to1,11.072049520538144,0.173590583531264,4.3591659802812845,15.10106127571363,12.572296222977675,,15.10106127571363,17.12977372850329,14.612375180511064,5.233109948878202,16.305159469416346,24.7434110327732
34,BTCT_D800,raked_6to1,11.592994309061726,0.192646978935867,5.432601552358404,15.995100292291612,13.100547114377752,,15.995100292291612,17.650718517026874,15.133319969034646,5.233109948878202,16.826104257939928,24.7434110327731
35,BTCT_D800,vertical,7.31,0.664923575328191,0.31571198048663,9.550898621710765,8.99350491911957,,9.550898621710765,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
36,BTCT_D800,vertical,7.31,0.593301098461454,0.292460264844799,9.538228364300169,8.967438443009778,,9.538228364300169,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
37,BTCT_D800,vertical,15.09875,1.21768841523176,0.272779156229527,17.31622670060145,16.97645485425142,,17.31622670060145,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
38,BTCT_D800,vertical,15.09875,1.10845949897778,0.271298631887038,17.31541689258648,16.939027820383085,,17.31541689258648,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
39,BTCT_D800,vertical,7.31,0.453631857208993,0.312182574707695,9.548977614912156,8.915981847677319,,9.548977614912156,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
40,BTCT_D800,vertical,15.09875,0.875895424058774,0.119407127788399,17.23158013524083,16.857806076626957,,17.23158013524083,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
41,BTCT_D800,vertical,15.09875,0.74918705980967,0.13757962300259,17.241689930963844,16.812648772000934,,17.241689930963844,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
42,BTCT_D800,vertical,15.09875,0.635654469173545,0.17679926615181,17.2634347787433,16.77162860723667,,17.2634347787433,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
43,BTCT_D800,vertical,15.09875,0.526469167267573,0.159147814780469,17.25366063524455,16.73167034557609,,17.25366063524455,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
44,BTCT_D800,vertical,7.31,0.374565664869138,0.278918054825041,9.530833012627632,8.886479775834616,,9.530833012627632,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
45,BTCT_D800,vertical,15.09875,0.41677009898347,0.194603515035406,17.2732728916114,16.69101144911169,,17.2732728916114,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
46,BTCT_D800,vertical,15.09875,0.305553378082039,0.259274314941265,17.30883467700369,16.64925514819679,,17.30883467700369,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
47,BTCT_D800,vertical,15.09875,0.199247677802585,0.28666448105332,17.323814749176954,16.608829638693635,,17.323814749176954,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
48,BTCT_D800,vertical,7.31,0.320918360492316,0.2470082315576,9.513360507600693,8.866306377803317,,9.513360507600693,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
49,BTCT_D800,vertical,15.09875,0.143782590654262,0.336230996210332,17.350801092481213,16.587535435325893,,17.350801092481213,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
50,BTCT_D800,vertical,15.09875,0.182313461395344,0.418048100007089,17.395004673288604,16.602343041438353,,17.395004673288604,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
51,BTCT_D800,vertical,15.09875,0.356477416511595,0.374031234645059,17.37127613729822,16.668442080762386,,17.37127613729822,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
52,BTCT_D800,vertical,7.31,0.299004451949944,0.238971218017723,9.508949408696669,8.858029340734396,,9.508949408696669,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
53,BTCT_D800,vertical,15.09875,0.481196401374561,0.481161418931302,17.428815775987633,16.71495327957283,,17.428815775987633,21.156474207965147,18.63907565997292,5.233109948878202,20.331859948878204,22.7
54,BTCT_D800,raked_6to1,15.397655045469742,1.05722782431799,3.748339569175264,19.19912322767393,17.220221617511623,,19.19912322767393,21.455379253434888,18.937980705442666,5.233109948878202,20.630764994347945,22.6958796918043
55,BTCT_D800,raked_6to1,14.805542218338788,0.980984301311695,3.791223660861747,18.62338053164551,16.60156248226242,,18.62338053164551,20.86326642630393,18.345867878311708,5.233109948878202,20.038652167216988,22.6958796918042
56,BTCT_D800,vertical,7.31,0.275892677348282,0.225021518506535,9.501283215573556,8.84927673855571,,9.501283215573556,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
57,BTCT_D800,raked_6to1,14.80554221833878,0.196990059831446,3.554446348256159,18.53221557730301,16.31475783315832,,18.53221557730301,20.863266426303927,18.3458678783117,5.233109948878202,20.03865216721698,22.6958796918042
58,BTCT_D800,raked_6to1,15.397655045469747,0.287550310380398,4.882248676016109,19.61247633727974,16.941349589621048,,19.61247633727974,21.45537925343489,18.937980705442666,5.233109948878202,20.63076499434795,22.6958796918042
59,BTCT_D800,vertical,20.375,1.82472718402145,0.782981733997354,22.86338802408634,22.452805351666385,,22.86338802408634,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
60,BTCT_D800,vertical,7.31,0.252953999675324,0.260107871540968,9.52054127373846,8.840566126950103,,9.52054127373846,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
61,BTCT_D800,vertical,18.61625,1.59005000671036,0.599048833993544,21.00881056909149,20.618236812745508,,21.00881056909149,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
62,BTCT_D800,vertical,16.8575,1.3628803209282,0.426597767153332,19.158349481868783,18.784263415803363,,19.158349481868783,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
63,BTCT_D800,vertical,20.375,1.65158851366583,0.77515646942472,22.859352075917645,22.39705085156197,,22.859352075917645,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
64,BTCT_D800,vertical,7.31,0.228918075313005,0.277979305239106,9.530319928260232,8.831413567948186,,9.530319928260232,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
65,BTCT_D800,vertical,18.61625,1.43641660078682,0.608856784927649,21.01397169319226,20.567565771122407,,21.01397169319226,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
66,BTCT_D800,vertical,16.8575,1.23544643829308,0.435379884632487,19.163064446445524,18.74124706546681,,19.163064446445524,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
67,BTCT_D800,vertical,20.375,1.47837236873774,0.756053600028807,22.84948446873361,22.340236711583003,,22.84948446873361,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
68,BTCT_D800,vertical,7.31,0.203471812319742,0.31337500065711,9.549626724919449,8.821695659041364,,9.549626724919449,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
69,BTCT_D800,vertical,20.375,1.35763353706428,0.674312707098781,22.807016931327773,22.30000411096769,,22.807016931327773,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
70,BTCT_D800,vertical,18.61625,1.16807807356217,0.420019234554862,20.913564417757023,20.477012014444007,,20.913564417757023,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
71,BTCT_D800,vertical,16.8575,0.988999103008926,0.240957422837636,19.05753992194989,18.65632151235975,,19.05753992194989,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
72,BTCT_D800,vertical,7.31,0.16341640713096,0.369635403838371,9.580149726611454,8.806339242048514,,9.580149726611454,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
73,BTCT_D800,vertical,20.375,1.23539042422509,0.69417704659133,22.817373814388088,22.258728025092736,,22.817373814388088,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
74,BTCT_D800,vertical,18.61625,1.05126158579753,0.457997659020426,20.933935334019047,20.436747410109515,,20.933935334019047,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
75,BTCT_D800,vertical,16.8575,0.868637831778367,0.271551105940301,19.07430499925464,18.613987056890995,,19.07430499925464,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
76,BTCT_D800,vertical,20.375,1.09914979566999,0.732545452074673,22.83731174257883,22.212066874873997,,22.83731174257883,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
77,BTCT_D800,vertical,18.61625,0.924949430790819,0.510810724608542,20.96211400971652,20.3926149202726,,20.96211400971652,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
78,BTCT_D800,vertical,16.8575,0.75062593332504,0.324370154657272,19.10310777678145,18.571915233641693,,19.10310777678145,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
79,BTCT_D800,vertical,20.375,0.955723037638927,0.706307524140779,22.82368682052877,22.162174704755103,,22.82368682052877,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
80,BTCT_D800,vertical,18.61625,0.794205935750194,0.486114984514544,20.94895900474708,20.346267516013704,,20.94895900474708,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
81,BTCT_D800,vertical,16.8575,0.633371530195728,0.302396260702718,19.091146893117312,18.52954826849029,,19.091146893117312,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
82,BTCT_D800,vertical,7.31,0.283337122476716,0.331203561675308,9.559321069835674,8.852098602861322,,9.559321069835674,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
83,BTCT_D800,vertical,20.375,0.810259204003806,0.703942605109036,22.82245674552763,22.11074533338252,,22.82245674552763,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
84,BTCT_D800,vertical,18.61625,0.662505700078478,0.485598790279689,20.94868363389355,20.298878450155595,,20.94868363389355,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
85,BTCT_D800,vertical,16.8575,0.515838580978253,0.302616247757092,19.091266790019844,18.486502866919253,,19.091266790019844,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
86,BTCT_D800,vertical,7.31,0.362414565280535,0.391432817864789,9.591921545496753,8.881921606977137,,9.591921545496753,13.367724207965146,10.85032565997292,5.233109948878202,12.5431099488782,26.75
87,BTCT_D800,vertical,20.375,0.664307551183082,0.736695167339134,22.83946287855647,22.05828163623254,,22.83946287855647,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
88,BTCT_D800,vertical,4.629999999999999,0.526458259153938,0.352129031824967,6.890673541428886,6.262916328300351,,6.890673541428886,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
89,BTCT_D800,vertical,18.61625,0.530996068304515,0.523260325953723,20.96873141925326,20.250837089066376,,20.96873141925326,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
90,BTCT_D800,vertical,4.629999999999999,0.471248204380236,0.342861434373663,6.885649126165023,6.242518088229341,,6.885649126165023,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
91,BTCT_D800,vertical,16.8575,0.398529183899546,0.338516887488185,19.110791856420903,18.442950099983868,,19.110791856420903,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
92,BTCT_D800,vertical,4.629999999999999,0.419232552310657,0.34454851655724,6.886564181789682,6.223179844183787,,6.886564181789682,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
93,BTCT_D800,vertical,20.375,0.516475963487068,0.771968080006718,22.857706604120736,22.004237884970436,,22.857706604120736,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
94,BTCT_D800,vertical,4.629999999999999,0.390205665635147,0.334842665643126,6.881297355138454,6.21233718488956,,6.881297355138454,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
95,BTCT_D800,vertical,18.61625,0.399043011738407,0.557884168241036,20.987085107486116,20.20189216739801,,20.987085107486116,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
96,BTCT_D800,vertical,4.629999999999999,0.399446293655295,0.312438708608145,6.869117051844734,6.215792904978027,,6.869117051844734,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
97,BTCT_D800,vertical,16.8575,0.282955475608717,0.373145295765326,19.129547292147087,18.39945399726377,,19.129547292147087,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
98,BTCT_D800,vertical,4.629999999999999,0.399241155094955,0.295752505022693,6.860024466336549,6.215716229751799,,6.860024466336549,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
99,BTCT_D800,vertical,20.375,0.361693123559058,0.832120177542513,22.88864962825105,21.946650772924517,,22.88864962825105,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
100,BTCT_D800,vertical,4.629999999999999,0.379643751993188,0.282181439316953,6.852616212185372,6.208382768562021,,6.852616212185372,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
101,BTCT_D800,vertical,18.61625,0.263639840836745,0.621473421792221,21.020602222337043,20.150876837899315,,21.020602222337043,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
103,BTCT_D800,vertical,4.629999999999999,0.357720570016115,0.268319199054293,6.845036793209427,6.20015903978753,,6.845036793209427,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
104,BTCT_D800,vertical,16.8575,0.16984930428496,0.431876952913432,19.161184362852456,18.35631038567007,,19.161184362852456,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
105,BTCT_D800,vertical,4.629999999999999,0.337716462614639,0.271324271111292,6.846680917770638,6.192636740361113,,6.846680917770638,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
106,BTCT_D800,vertical,20.375,0.342651410756156,0.889377378664003,22.917907867439197,21.9394941061174,,22.917907867439197,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
107,BTCT_D800,vertical,4.629999999999999,0.315180232205814,0.278611579802122,6.850665511412954,6.184141104293796,,6.850665511412954,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
108,BTCT_D800,vertical,18.61625,0.243342594809,0.688360318894638,21.055593527806057,20.143159342734425,,21.055593527806057,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
109,BTCT_D800,vertical,4.629999999999999,0.29281952531822,0.280520487325957,6.851708709633504,6.1756893926513685,,6.851708709633504,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
110,BTCT_D800,vertical,16.8575,0.169148757106011,0.493870732949922,19.19434442648783,18.35604136754321,,19.19434442648783,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
111,BTCT_D800,vertical,4.629999999999999,0.259395806626948,0.295827894125102,6.860065587190172,6.163014680249011,,6.860065587190172,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
112,BTCT_D800,vertical,20.375,0.4181723078598,0.917563083291218,22.932241229642518,21.96778444842476,,22.932241229642518,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
113,BTCT_D800,vertical,4.629999999999999,0.25027859984833,0.313600475020354,6.869749454120005,6.159548652047008,,6.869749454120005,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
114,BTCT_D800,vertical,20.375,0.521704480088415,0.947201623214895,22.94726434751873,22.00616510733188,,22.94726434751873,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
115,BTCT_D800,vertical,4.629999999999999,0.312304100813256,0.328635371246157,6.877925856895877,6.183055251855257,,6.877925856895877,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
116,BTCT_D800,vertical,18.61625,0.486246610916185,0.684059333067303,21.053351582955404,20.23432243901526,,21.053351582955404,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
117,BTCT_D800,vertical,4.629999999999999,0.380576030838067,0.353058191158131,6.891176983016036,6.208732013503939,,6.891176983016036,10.687724207965148,8.170325659972919,5.233109948878202,9.8631099488782,28.2
119,BTCT_D800,vertical,16.8575,0.35555805196535,0.477875673345477,19.18581165812471,18.426846701094,,19.18581165812471,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
120,BTCT_D800,vertical,20.375,0.630942945128811,0.997063534668283,22.97242553934285,22.04616471652587,,22.97242553934285,26.432724207965148,23.91532565997292,5.233109948878202,25.6081099488782,20.23
121,BTCT_D800,vertical,18.61625,0.592125968949763,0.741085163067253,21.08298746124677,20.27325896664551,,21.08298746124677,24.67397420796515,22.15657565997292,5.233109948878202,23.8493599488782,21.0
122,BTCT_D800,vertical,16.8575,0.479576980666868,0.529882967680957,19.213497699729285,18.473103674902323,,19.213497699729285,22.91522420796515,20.39782565997292,5.233109948878202,22.090609948878203,21.9
123,BTCT_D800,raked_6to1,17.17326560299093,1.1556964263614,3.9432716446839344,21.048652870983176,19.029784562113644,,21.048652870983176,23.23098981095608,20.71359126296385,5.233109948878202,22.40637555186913,21.9015080643976
125,BTCT_D800,raked_6to1,18.948901096863004,1.35175647867008,4.166976193539021,22.90759592298349,20.87193337163424,,22.90759592298349,25.00662530482815,22.48922675683592,5.233109948878202,24.18201104574121,20.9976397534656
126,BTCT_D800,raked_6to1,18.2899247852176,1.25821018318716,4.7560612902420605,22.46064358965854,20.18140003882518,,22.46064358965854,24.347648993182744,21.830250445190515,5.233109948878202,23.5230347340958,20.9976397534656
127,BTCT_D800,raked_6to1,16.547744941048855,1.06682340424352,4.170423004659203,20.50771093908458,18.373636486635444,,20.50771093908458,22.605469149014,20.088070601021773,5.233109948878202,21.780854889927056,21.9015080643976
128,BTCT_D800,raked_6to1,18.289924785217565,0.387547116078624,3.541605321711347,22.01159891402499,19.871267060020816,,22.01159891402499,24.347648993182712,21.830250445190483,5.233109948878202,23.523034734095766,20.9976397534657
129,BTCT_D800,raked_6to1,16.547744941048855,0.232059679255118,3.495109420083008,20.25126914189297,18.07035626342939,,20.25126914189297,22.605469149014,20.088070601021773,5.233109948878202,21.780854889927056,21.9015080643976
132,BTCT_D800,raked_6to1,17.17326560299093,0.320148255054314,4.999838312678286,21.4287855794522,18.729281467460797,,21.4287855794522,23.23098981095608,20.71359126296385,5.233109948878202,22.40637555186913,21.9015080643976
135,BTCT_D800,raked_6to1,18.948901096863032,0.503277161070864,5.263169963017988,23.29420383601552,20.573268721552488,,23.29420383601552,25.00662530482818,22.48922675683595,5.233109948878202,24.182011045741238,20.9976397534657
136,BTCT_D800,raked_6to1,7.5342939784541905,0.183741392974877,5.676568300745169,12.016911464831958,9.03843448568446,,12.016911464831958,13.592018186419338,11.07461963842711,5.233109948878202,12.767403927332392,26.7516686071008
137,BTCT_D800,raked_6to1,7.090042462887559,0.172555694212578,5.069583414043908,11.36952299718902,8.589891923913296,,11.36952299718902,13.147766670852706,10.630368122860478,5.233109948878202,12.32315241176576,26.7516686071008
138,BTCT_D800,raked_6to1,7.5342939784541905,0.525978425324376,5.75214408569707,12.0415533568989,9.16703358695656,,12.0415533568989,13.592018186419338,11.07461963842711,5.233109948878202,12.767403927332392,26.7516686071008
139,BTCT_D800,raked_6to1,7.090042462887551,0.46304464463188,4.63726444356737,11.218828737234094,8.699518429730016,,11.218828737234094,13.147766670852697,10.630368122860473,5.233109948878202,12.323152411765752,26.7516686071008
140,Steel_D1016,raked_6to1,5.299929671998553,1.1075876064993,0.6865666457005623,7.662140934389441,7.058595860948452,,7.662140934389441,12.22802880569632,9.348929972410955,5.99783038623763,11.297760058236182,28.6142431727492
141,Steel_D1016,raked_6to1,5.608535491388417,0.473286503767214,34.91874509618349,14.805076044210557,7.18447697648273,,14.805076044210557,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
142,Steel_D1016,raked_6to1,5.608535491388417,0.499370039258129,32.01904218059372,14.448504357636576,7.192188047042286,,14.448504357636576,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
143,Steel_D1016,raked_6to1,5.608535491388417,0.502178357035286,30.71694608246068,14.282752165771456,7.193017231585901,,14.282752165771456,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
144,Steel_D1016,raked_6to1,5.608535491388417,0.480378497454056,29.46947825192686,14.189915284104512,7.18657530590659,,14.189915284104512,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
145,Steel_D1016,raked_6to1,5.608535491388417,0.464291032748937,28.08778101588695,13.984487178181258,7.18181360332579,,13.984487178181258,12.536634625086185,9.657535791800818,5.99783038623763,11.606365877626049,28.7061058738932
