frame,top_joint,bottom_joint,orig_bot_X,orig_bot_Y,orig_bot_Z,fem_length_m,method,l_tt,new_X,new_Y,new_Z
48,162,118,25.5,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,25.5,18.0,-7.751948470228491
49,273,120,51.0,-5.25,-17.2,22.7,M2_NEW2,21.04069847022849,51.0,-5.25,-15.540698470228492
50,297,122,56.1,-5.25,-17.2,22.7,M2_NEW2,21.04069847022849,56.1,-5.25,-15.540698470228492
51,360,124,66.3,-5.25,-17.2,22.7,M2_NEW2,21.04069847022849,66.3,-5.25,-15.540698470228492
52,186,126,30.6,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,30.6,18.0,-7.751948470228491
53,385,128,71.4,-5.25,-17.2,22.7,M2_NEW2,21.04069847022849,71.4,-5.25,-15.540698470228492
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M2_NEW2,21.33960351569824,6.745231386861812,-6.3045845072991735,-15.549411621477923
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804198,M2_NEW2,20.74749068856728,13.558908687291755,-4.212190979723961,-14.96535078757029
56,211,134,35.7,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,35.7,18.0,-7.751948470228491
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M2_NEW2,20.747490688567275,57.841091312708244,-4.212190979723934,-14.965350787570287
58,346,138,64.8743425316749,-6.34300994304309,-16.8872441394184,22.695879691804212,M2_NEW2,21.33960351569824,64.65476861313834,-6.304584507299195,-15.549411621477894
59,4,140,9e-16,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,9.035569624380628e-16,-21.0,-20.816948470228493
60,235,142,40.8,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,40.8,18.0,-7.751948470228491
61,6,144,9e-16,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,9.020030251875571e-16,-15.75,-19.058198470228493
62,8,149,9e-16,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,9.004855206537172e-16,-10.5,-17.29944847022849
63,18,151,5.1,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,5.1,-21.0,-20.816948470228493
64,257,153,45.9,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,45.9,18.0,-7.751948470228491
65,26,155,5.1,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,5.1,-15.75,-19.058198470228493
66,28,157,5.1,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,5.1,-10.5,-17.29944847022849
67,55,159,10.2,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,10.2,-21.0,-20.816948470228493
68,281,161,51.0,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,51.0,18.0,-7.751948470228491
69,100,163,15.3,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,15.3,-21.0,-20.816948470228493
70,102,165,15.3,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,15.3,-15.75,-19.058198470228493
71,104,167,15.3,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,15.3,-10.5,-17.29944847022849
72,304,171,56.1,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,56.1,18.0,-7.751948470228491
73,125,173,20.4,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,20.4,-21.0,-20.816948470228493
74,127,175,20.4,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,20.4,-15.75,-19.058198470228493
75,129,177,20.4,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,20.4,-10.5,-17.29944847022849
76,150,179,25.5,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,25.5,-21.0,-20.816948470228493
77,152,181,25.5,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,25.5,-15.75,-19.058198470228493
78,154,183,25.5,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,25.5,-10.5,-17.29944847022849
79,174,185,30.6,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,30.6,-21.0,-20.816948470228493
80,176,187,30.6,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,30.6,-15.75,-19.058198470228493
81,178,192,30.6,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,30.6,-10.5,-17.29944847022849
82,366,194,66.3,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,66.3,18.0,-7.751948470228491
83,199,196,35.7,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,35.7,-21.0,-20.816948470228493
84,201,198,35.7,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,35.7,-15.75,-19.058198470228493
85,203,200,35.7,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,35.7,-10.5,-17.29944847022849
86,391,202,71.4,18.0,-21.25,26.75,M2_NEW2,13.251948470228491,71.4,18.0,-7.751948470228491
87,223,204,40.8,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,40.8,-21.0,-20.816948470228493
88,2541,206,9e-16,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,3.374026107519731e-16,26.0,-5.071948470228492
89,225,208,40.8,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,40.8,-15.75,-19.058198470228493
90,404,210,5.1,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,5.1,26.0,-5.071948470228492
91,227,214,40.8,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,40.8,-10.5,-17.29944847022849
92,2545,216,10.2,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,10.2,26.0,-5.071948470228492
93,245,218,45.9,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,45.9,-21.0,-20.816948470228493
94,407,220,15.3,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,15.3,26.0,-5.071948470228492
95,247,222,45.9,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,45.9,-15.75,-19.058198470228493
96,409,224,20.4,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,20.4,26.0,-5.071948470228492
97,249,226,45.9,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,45.9,-10.5,-17.29944847022849
98,2551,228,25.5,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,25.5,26.0,-5.071948470228492
99,267,230,51.0,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,51.0,-21.0,-20.816948470228493
100,412,232,30.6,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,30.6,26.0,-5.071948470228492
101,269,234,51.0,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,51.0,-15.75,-19.058198470228493
103,414,236,35.7,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,35.7,26.0,-5.071948470228492
104,271,238,51.0,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,51.0,-10.5,-17.29944847022849
105,2557,240,40.8,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,40.8,26.0,-5.071948470228492
106,291,242,56.1,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,56.1,-21.0,-20.816948470228493
107,417,244,45.9,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,45.9,26.0,-5.071948470228492
108,293,246,56.1,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,56.1,-15.75,-19.058198470228493
109,419,248,51.0,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,51.0,26.0,-5.071948470228492
110,295,250,56.1,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,56.1,-10.5,-17.29944847022849
111,2563,252,56.1,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,56.1,26.0,-5.071948470228492
112,316,254,61.2,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,61.2,-21.0,-20.816948470228493
113,424,256,61.2,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,61.2,26.0,-5.071948470228492
114,354,258,66.3,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,66.3,-21.0,-20.816948470228493
115,426,260,66.3,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,66.3,26.0,-5.071948470228492
116,356,262,66.3,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,66.3,-15.75,-19.058198470228493
117,2569,264,71.4,26.0,-22.7,28.2,M2_NEW2,10.571948470228492,71.4,26.0,-5.071948470228492
119,358,266,66.3,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,66.3,-10.5,-17.29944847022849
120,379,268,71.4,-21.0,-14.73,20.23,M2_NEW2,26.316948470228493,71.4,-21.0,-20.816948470228493
121,381,270,71.4,-15.75,-15.5,21.0,M2_NEW2,24.558198470228493,71.4,-15.75,-19.058198470228493
122,383,272,71.4,-10.5,-16.4,21.9,M2_NEW2,22.79944847022849,71.4,-10.5,-17.29944847022849
123,95,274,6.65110708078082,-11.5696479700224,-16.1031815003262,21.9015080643976,M2_NEW2,23.115214073219423,6.454439680159062,-11.603986722511914,-17.3003552803015
125,98,276,6.80616437947842,-16.793540758746,-15.2130505808513,20.997639753465588,M2_NEW2,24.890849567091497,6.176907267784853,-16.903590208773142,-19.053494208720988
126,57,280,13.5938356205215,-14.7064592412541,-15.2130505808513,20.99763975346557,M2_NEW2,24.231873255446093,14.116582795584062,-14.615037089561547,-18.403449259147983
127,59,282,13.7488929192191,-9.43035202997762,-16.1031815003262,21.90150806439759,M2_NEW2,22.489693411277347,13.84420173569842,-9.41371080805266,-16.683355010164608
128,318,284,57.8061643794785,-14.706459241254,-15.2130505808514,20.997639753465673,M2_NEW2,24.231873255446057,57.28341720441597,-14.615037089561435,-18.403449259147948
129,320,286,57.6511070807808,-9.43035202997762,-16.1031815003262,21.901508064397603,M2_NEW2,22.489693411277347,57.55579826430148,-9.41371080805266,-16.683355010164593
132,348,288,64.7488929192192,-11.5696479700224,-16.1031815003262,21.901508064397603,M2_NEW2,23.115214073219423,64.94556031984096,-11.603986722511912,-17.300355280301495
135,352,290,64.5938356205214,-16.7935407587461,-15.2130505808514,20.99763975346566,M2_NEW2,24.890849567091525,65.22309273221492,-16.90359020877326,-19.05349420872105
136,340,292,65.5355105900628,16.7811409791022,-20.8868144533132,26.751668607100772,M2_NEW2,13.476242448682685,63.384027946391704,17.16268469916208,-7.7924459495908405
137,330,294,56.8644894099371,19.2188590208978,-20.8868144533132,26.75166860710079,M2_NEW2,13.031990933116052,59.08796969901417,18.824547245494998,-7.354253383585869
138,87,296,5.8644894099372,16.7811409791022,-20.8868144533132,26.751668607100772,M2_NEW2,13.476242448682685,8.0159720536083,17.16268469916208,-7.7924459495908405
139,68,298,14.535510590063,19.2188590208979,-20.8868144533132,26.751668607100807,M2_NEW2,13.031990933116044,12.312030300985878,18.824547245495044,-7.354253383585853
140,38,300,-0.650050129348696,24.0011334324062,-23.1142431502572,28.614243172749177,M2_NEW2,12.095618388717966,-0.6500211903375646,24.000479116843035,-6.595618379210309
141,42,302,3.75026264264917,19.349732164563,-22.8182960492434,28.706105873893218,M2_NEW2,12.404224208107829,4.147635788514858,21.990568100322776,-6.736647315714416
142,70,307,8.85026264264927,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,9.2476357885149,21.990568100322776,-6.736647315714418
143,117,309,13.9502626426492,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,14.347635788514877,21.990568100322776,-6.736647315714418
144,139,311,19.0502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,19.44763578851492,21.990568100322776,-6.736647315714418
145,164,313,24.1502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,24.54763578851492,21.990568100322776,-6.736647315714418
146,189,315,29.2502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,29.64763578851492,21.990568100322776,-6.736647315714418
147,49,317,1.3579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,1.1894575051888854,3.146657772103825,-13.676669536276627
148,53,319,6.4579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,6.289457505188885,3.146657772103825,-13.676669536276627
149,85,321,11.5579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,11.389457505188885,3.146657772103825,-13.676669536276627
150,123,323,16.6579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,16.489457505188884,3.146657772103825,-13.676669536276627
151,148,325,21.7579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,21.589457505188886,3.146657772103825,-13.676669536276627
152,172,329,26.8579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,26.689457505188887,3.146657772103825,-13.676669536276627
153,197,331,31.9579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,31.789457505188885,3.146657772103825,-13.676669536276627
154,46,333,-0.65003485546334,-0.0027421267078727,-19.3254890173075,24.825489168774283,M2_NEW2,20.136182352252472,-0.6500282715865552,-0.002224164166406741,-14.636182229396375
155,51,335,3.76818478340687,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,3.8745790033726997,-3.383149396866015,-15.127731208839997
156,83,337,8.86818478340687,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,8.9745790033727,-3.383149396866015,-15.127731208839997
157,121,339,13.9681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,14.074579003372726,-3.383149396866015,-15.127731208839997
158,143,341,19.0681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,19.174579003372727,-3.383149396866015,-15.127731208839997
159,170,343,24.1681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,24.27457900337273,-3.383149396866015,-15.127731208839997
160,195,345,29.2681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,29.374579003372727,-3.383149396866015,-15.127731208839997
168,397,363,72.7497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,72.35236421148508,21.990568100322776,-6.736647315714418
169,373,365,67.6497373573508,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,67.25236421148513,21.990568100322776,-6.736647315714418
170,334,367,62.5497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,62.15236421148508,21.990568100322776,-6.736647315714418
171,310,370,57.4497373573508,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,57.05236421148512,21.990568100322776,-6.736647315714418
172,285,374,52.3497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,51.952364211485076,21.990568100322776,-6.736647315714418
173,261,376,47.2497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,46.85236421148508,21.990568100322776,-6.736647315714418
174,239,378,42.1497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,41.75236421148508,21.990568100322776,-6.736647315714418
175,399,380,70.0420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,70.21054249481112,3.146657772103825,-13.676669536276627
176,375,382,64.9420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,65.11054249481111,3.146657772103825,-13.676669536276627
177,336,384,59.8420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,60.01054249481111,3.146657772103825,-13.676669536276627
178,312,386,54.7420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,54.91054249481112,3.146657772103825,-13.676669536276627
179,287,388,49.6420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,49.810542494811116,3.146657772103825,-13.676669536276627
180,263,390,44.5420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,44.710542494811115,3.146657772103825,-13.676669536276627
181,237,392,40.1499498706513,24.0011334324062,-23.1142431502572,28.614243172749177,M2_NEW2,12.095618388717966,40.149978809662436,24.000479116843035,-6.595618379210309
182,401,396,72.7318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,72.62542099662728,-3.383149396866015,-15.127731208839997
183,377,398,67.6318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,67.52542099662728,-3.383149396866015,-15.127731208839997
184,338,400,62.5318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,62.425420996627274,-3.383149396866015,-15.127731208839997
185,314,402,57.4318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,57.32542099662727,-3.383149396866015,-15.127731208839997
186,289,403,52.3318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,52.22542099662727,-3.383149396866015,-15.127731208839997
187,265,405,47.2318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,47.12542099662727,-3.383149396866015,-15.127731208839997
188,243,406,42.1318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,42.02542099662727,-3.383149396866015,-15.127731208839997
195,241,418,40.1499651445367,-0.0027421267078727,-19.3254890173075,24.825489168774283,M2_NEW2,20.136182352252472,40.149971728413476,-0.002224164166406741,-14.636182229396375
196,215,420,34.3502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW2,12.404224208107829,34.74763578851492,21.990568100322776,-6.736647315714418
197,221,423,37.0579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW2,19.440605032719684,36.889457505188886,3.146657772103825,-13.676669536276627
198,219,425,34.3681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW2,20.91124348261064,34.47457900337273,-3.383149396866015,-15.127731208839997
