frame,top_joint,bottom_joint,orig_bot_X,orig_bot_Y,orig_bot_Z,fem_length_m,method,l_tt,new_X,new_Y,new_Z
49,273,120,51.0,-5.25,-17.2,22.7,M2_NEW,20.677813303518338,51.0,-5.25,-15.177813303518338
50,297,122,56.1,-5.25,-17.2,22.7,M2_NEW,20.677813303518338,56.1,-5.25,-15.177813303518338
51,360,124,66.3,-5.25,-17.2,22.7,M2_NEW,20.677813303518338,66.3,-5.25,-15.177813303518338
52,186,126,30.6,18.0,-21.25,26.75,M2_NEW,12.889063303518338,30.6,18.0,-7.389063303518338
53,385,128,71.4,-5.25,-17.2,22.7,M2_NEW,20.677813303518338,71.4,-5.25,-15.177813303518338
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M2_NEW,20.97671834898808,6.803980570425669,-6.294303400175499,-15.191461238763846
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804198,M2_NEW,20.384605521857125,13.500159503727899,-4.222472086847636,-14.607400404856225
56,211,134,35.7,18.0,-21.25,26.75,M2_NEW,12.889063303518338,35.7,18.0,-7.389063303518338
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M2_NEW,20.384605521857118,57.899840496272105,-4.222472086847609,-14.607400404856218
58,346,138,64.8743425316749,-6.34300994304309,-16.8872441394184,22.695879691804212,M2_NEW,20.976718348988086,64.59601942957448,-6.29430340017552,-15.191461238763825
59,4,140,9e-16,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,9.033449072656506e-16,-21.0,-20.45406330351834
60,235,142,40.8,18.0,-21.25,26.75,M2_NEW,12.889063303518338,40.8,18.0,-7.389063303518338
61,6,144,9e-16,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,9.017987453714667e-16,-15.75,-18.69531330351834
62,8,149,9e-16,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,9.00289635898562e-16,-10.5,-16.93656330351834
63,18,151,5.1,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,5.1,-21.0,-20.45406330351834
64,257,153,45.9,18.0,-21.25,26.75,M2_NEW,12.889063303518338,45.9,18.0,-7.389063303518338
65,26,155,5.1,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,5.1,-15.75,-18.69531330351834
66,28,157,5.1,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,5.1,-10.5,-16.93656330351834
67,55,159,10.2,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,10.2,-21.0,-20.45406330351834
68,281,161,51.0,18.0,-21.25,26.75,M2_NEW,12.889063303518338,51.0,18.0,-7.389063303518338
69,100,163,15.3,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,15.3,-21.0,-20.45406330351834
70,102,165,15.3,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,15.3,-15.75,-18.69531330351834
71,104,167,15.3,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,15.3,-10.5,-16.93656330351834
72,304,171,56.1,18.0,-21.25,26.75,M2_NEW,12.889063303518338,56.1,18.0,-7.389063303518338
73,125,173,20.4,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,20.4,-21.0,-20.45406330351834
74,127,175,20.4,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,20.4,-15.75,-18.69531330351834
75,129,177,20.4,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,20.4,-10.5,-16.93656330351834
76,150,179,25.5,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,25.5,-21.0,-20.45406330351834
77,152,181,25.5,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,25.5,-15.75,-18.69531330351834
78,154,183,25.5,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,25.5,-10.5,-16.93656330351834
79,174,185,30.6,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,30.6,-21.0,-20.45406330351834
80,176,187,30.6,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,30.6,-15.75,-18.69531330351834
81,178,192,30.6,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,30.6,-10.5,-16.93656330351834
82,366,194,66.3,18.0,-21.25,26.75,M2_NEW,12.889063303518338,66.3,18.0,-7.389063303518338
83,199,196,35.7,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,35.7,-21.0,-20.45406330351834
84,201,198,35.7,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,35.7,-15.75,-18.69531330351834
85,203,200,35.7,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,35.7,-10.5,-16.93656330351834
86,391,202,71.4,18.0,-21.25,26.75,M2_NEW,12.889063303518338,71.4,18.0,-7.389063303518338
87,223,204,40.8,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,40.8,-21.0,-20.45406330351834
88,2541,206,9e-16,26.0,-22.7,28.2,M2_NEW,10.209063303518336,3.258211692612235e-16,26.0,-4.709063303518336
89,225,208,40.8,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,40.8,-15.75,-18.69531330351834
90,404,210,5.1,26.0,-22.7,28.2,M2_NEW,10.209063303518336,5.1,26.0,-4.709063303518336
91,227,214,40.8,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,40.8,-10.5,-16.93656330351834
92,2545,216,10.2,26.0,-22.7,28.2,M2_NEW,10.209063303518336,10.2,26.0,-4.709063303518336
93,245,218,45.9,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,45.9,-21.0,-20.45406330351834
94,407,220,15.3,26.0,-22.7,28.2,M2_NEW,10.209063303518336,15.3,26.0,-4.709063303518336
95,247,222,45.9,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,45.9,-15.75,-18.69531330351834
96,409,224,20.4,26.0,-22.7,28.2,M2_NEW,10.209063303518336,20.4,26.0,-4.709063303518336
97,249,226,45.9,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,45.9,-10.5,-16.93656330351834
98,2551,228,25.5,26.0,-22.7,28.2,M2_NEW,10.209063303518336,25.5,26.0,-4.709063303518336
99,267,230,51.0,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,51.0,-21.0,-20.45406330351834
100,412,232,30.6,26.0,-22.7,28.2,M2_NEW,10.209063303518336,30.6,26.0,-4.709063303518336
101,269,234,51.0,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,51.0,-15.75,-18.69531330351834
103,414,236,35.7,26.0,-22.7,28.2,M2_NEW,10.209063303518336,35.7,26.0,-4.709063303518336
104,271,238,51.0,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,51.0,-10.5,-16.93656330351834
105,2557,240,40.8,26.0,-22.7,28.2,M2_NEW,10.209063303518336,40.8,26.0,-4.709063303518336
106,291,242,56.1,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,56.1,-21.0,-20.45406330351834
107,417,244,45.9,26.0,-22.7,28.2,M2_NEW,10.209063303518336,45.9,26.0,-4.709063303518336
108,293,246,56.1,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,56.1,-15.75,-18.69531330351834
109,419,248,51.0,26.0,-22.7,28.2,M2_NEW,10.209063303518336,51.0,26.0,-4.709063303518336
110,295,250,56.1,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,56.1,-10.5,-16.93656330351834
111,2563,252,56.1,26.0,-22.7,28.2,M2_NEW,10.209063303518336,56.1,26.0,-4.709063303518336
112,316,254,61.2,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,61.2,-21.0,-20.45406330351834
113,424,256,61.2,26.0,-22.7,28.2,M2_NEW,10.209063303518336,61.2,26.0,-4.709063303518336
114,354,258,66.3,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,66.3,-21.0,-20.45406330351834
115,426,260,66.3,26.0,-22.7,28.2,M2_NEW,10.209063303518336,66.3,26.0,-4.709063303518336
116,356,262,66.3,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,66.3,-15.75,-18.69531330351834
117,2569,264,71.4,26.0,-22.7,28.2,M2_NEW,10.209063303518336,71.4,26.0,-4.709063303518336
119,358,266,66.3,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,66.3,-10.5,-16.93656330351834
120,379,268,71.4,-21.0,-14.73,20.23,M2_NEW,25.95406330351834,71.4,-21.0,-20.45406330351834
121,381,270,71.4,-15.75,-15.5,21.0,M2_NEW,24.19531330351834,71.4,-15.75,-18.69531330351834
122,383,272,71.4,-10.5,-16.4,21.9,M2_NEW,22.43656330351834,71.4,-10.5,-16.93656330351834
123,95,274,6.65110708078082,-11.5696479700224,-16.1031815003262,21.9015080643976,M2_NEW,22.75232890650927,6.513241137795708,-11.593719801337262,-16.9424130738943
125,98,276,6.80616437947842,-16.793540758746,-15.2130505808513,20.997639753465588,M2_NEW,24.527964400381343,6.235560174463879,-16.893332525542277,-18.69552736571581
126,57,280,13.5938356205215,-14.7064592412541,-15.2130505808513,20.99763975346557,M2_NEW,23.86898808873594,14.057929888905036,-14.625294772792406,-18.045482416142807
127,59,282,13.7488929192191,-9.43035202997762,-16.1031815003262,21.90150806439759,M2_NEW,22.126808244567194,13.785400278061775,-9.423977729227312,-16.32541280375741
128,318,284,57.8061643794785,-14.706459241254,-15.2130505808514,20.997639753465673,M2_NEW,23.868988088735904,57.34207011109499,-14.625294772792298,-18.045482416142768
129,320,286,57.6511070807808,-9.43035202997762,-16.1031815003262,21.901508064397603,M2_NEW,22.126808244567194,57.61459972193812,-9.423977729227312,-16.32541280375739
132,348,288,64.7488929192192,-11.5696479700224,-16.1031815003262,21.901508064397603,M2_NEW,22.75232890650927,64.88675886220432,-11.593719801337262,-16.942413073894294
135,352,290,64.5938356205214,-16.7935407587461,-15.2130505808514,20.99763975346566,M2_NEW,24.52796440038137,65.16443982553591,-16.893332525542395,-18.695527365715876
136,340,292,65.5355105900628,16.7811409791022,-20.8868144533132,26.751668607100772,M2_NEW,13.113357281972528,63.32521694262385,17.173114236776087,-7.434510012865799
137,330,294,56.8644894099371,19.2188590208978,-20.8868144533132,26.75166860710079,M2_NEW,12.669105766405895,59.146780702782024,18.814117707880992,-6.996317446860827
138,87,296,5.8644894099372,16.7811409791022,-20.8868144533132,26.751668607100772,M2_NEW,13.113357281972528,8.074783057376154,17.173114236776087,-7.434510012865799
139,68,298,14.535510590063,19.2188590208979,-20.8868144533132,26.751668607100807,M2_NEW,12.669105766405888,12.253219297218022,18.814117707881042,-6.996317446860813
140,38,300,-0.650050129348696,24.0011334324062,-23.1142431502572,28.614243172749177,M2_NEW,11.680593814669074,-0.6500204632551999,24.00046267739717,-6.180593805487645
141,42,302,3.75026264264917,19.349732164563,-22.8182960492434,28.706105873893218,M2_NEW,11.989199634058938,4.1577523887934325,22.05780032736513,-6.327229583916937
142,70,307,8.85026264264927,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,9.257752388793474,22.05780032736513,-6.327229583916939
143,117,309,13.9502626426492,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,14.35775238879345,22.05780032736513,-6.327229583916939
144,139,311,19.0502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,19.457752388793494,22.05780032736513,-6.327229583916939
145,164,313,24.1502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,24.557752388793492,22.05780032736513,-6.327229583916939
146,189,315,29.2502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,29.657752388793494,22.05780032736513,-6.327229583916939
147,49,317,1.3579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,1.17794098495036,3.079481863774478,-13.267279545966424
148,53,319,6.4579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,6.27794098495036,3.079481863774478,-13.267279545966424
149,85,321,11.5579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,11.37794098495036,3.079481863774478,-13.267279545966424
150,123,323,16.6579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,16.477940984950358,3.079481863774478,-13.267279545966424
151,148,325,21.7579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,21.57794098495036,3.079481863774478,-13.267279545966424
152,172,329,26.8579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,26.67794098495036,3.079481863774478,-13.267279545966424
153,197,331,31.9579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,31.77794098495036,3.079481863774478,-13.267279545966424
154,46,333,-0.65003485546334,-0.0027421267078727,-19.3254890173075,24.825489168774283,M2_NEW,19.72115777820358,-0.6500276888840865,-0.0021783221706585,-14.221157657879655
155,51,335,3.76818478340687,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,3.8859993598054783,-3.316004172405992,-14.718333491020726
156,83,337,8.86818478340687,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,8.985999359805477,-3.316004172405992,-14.718333491020726
157,121,339,13.9681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,14.085999359805504,-3.316004172405992,-14.718333491020726
158,143,341,19.0681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,19.185999359805503,-3.316004172405992,-14.718333491020726
159,170,343,24.1681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,24.285999359805505,-3.316004172405992,-14.718333491020726
160,195,345,29.2681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,29.385999359805506,-3.316004172405992,-14.718333491020726
168,397,363,72.7497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,72.3422476112065,22.05780032736513,-6.327229583916939
169,373,365,67.6497373573508,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,67.24224761120655,22.05780032736513,-6.327229583916939
170,334,367,62.5497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,62.14224761120651,22.05780032736513,-6.327229583916939
171,310,370,57.4497373573508,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,57.04224761120655,22.05780032736513,-6.327229583916939
172,285,374,52.3497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,51.942247611206504,22.05780032736513,-6.327229583916939
173,261,376,47.2497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,46.84224761120651,22.05780032736513,-6.327229583916939
174,239,378,42.1497373573507,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,41.74224761120651,22.05780032736513,-6.327229583916939
175,399,380,70.0420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,70.22205901504964,3.079481863774478,-13.267279545966424
176,375,382,64.9420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,65.12205901504964,3.079481863774478,-13.267279545966424
177,336,384,59.8420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,60.02205901504964,3.079481863774478,-13.267279545966424
178,312,386,54.7420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,54.92205901504964,3.079481863774478,-13.267279545966424
179,287,388,49.6420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,49.82205901504964,3.079481863774478,-13.267279545966424
180,263,390,44.5420900424111,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,44.72205901504964,3.079481863774478,-13.267279545966424
181,237,392,40.1499498706513,24.0011334324062,-23.1142431502572,28.614243172749177,M2_NEW,11.680593814669074,40.1499795367448,24.00046267739717,-6.180593805487645
182,401,396,72.7318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,72.6140006401945,-3.316004172405992,-14.718333491020726
183,377,398,67.6318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,67.5140006401945,-3.316004172405992,-14.718333491020726
184,338,400,62.5318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,62.414000640194494,-3.316004172405992,-14.718333491020726
185,314,402,57.4318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,57.31400064019449,-3.316004172405992,-14.718333491020726
186,289,403,52.3318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,52.21400064019449,-3.316004172405992,-14.718333491020726
187,265,405,47.2318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,47.11400064019449,-3.316004172405992,-14.718333491020726
188,243,406,42.1318152165931,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,42.014000640194496,-3.316004172405992,-14.718333491020726
195,241,418,40.1499651445367,-0.0027421267078727,-19.3254890173075,24.825489168774283,M2_NEW,19.72115777820358,40.149972311115945,-0.0021783221706585,-14.221157657879655
196,215,420,34.3502626426493,19.349732164563,-22.8182960492434,28.706105873893215,M2_NEW,11.989199634058938,34.75775238879349,22.05780032736513,-6.327229583916939
197,221,423,37.0579099575889,4.12924159654957,-19.6648279754096,25.511180680295578,M2_NEW,19.02558045867079,36.87794098495036,3.079481863774478,-13.267279545966424
198,219,425,34.3681847834069,-4.00868712179643,-18.941758476689,24.777691616912843,M2_NEW,20.496218908561747,34.485999359805504,-3.316004172405992,-14.718333491020726
