frame,l0_m,l_tt_M1,l_tt_M2_NEW,l_tt_M6,fem_length_m
157,14.115554765891227,23.43176760800356,20.496218908561747,20.113385152128856,24.7776916169128
158,14.115554765891227,23.41409394698187,20.496218908561747,20.113385152128856,24.7776916169128
159,14.115554765891227,23.32060329684858,20.496218908561747,20.113385152128856,24.7776916169128
160,14.115554765891227,23.140252429642263,20.496218908561747,20.113385152128856,24.7776916169128
168,5.608535491388417,12.678243040812749,11.989199634058938,11.606365877626049,28.7061058738932
169,5.608535491388417,12.356395126511016,11.989199634058938,11.606365877626049,28.7061058738932
170,5.608535491388417,12.579360231479322,11.989199634058938,11.606365877626049,28.7061058738932
171,5.608535491388417,12.760311327014172,11.989199634058938,11.606365877626049,28.7061058738932
172,5.608535491388417,12.827058037662722,11.989199634058938,11.606365877626049,28.7061058738932
173,5.608535491388417,12.763526748028411,11.989199634058938,11.606365877626049,28.7061058738932
174,5.608535491388417,12.762783550352925,11.989199634058938,11.606365877626049,28.7061058738932
175,12.644916316000272,21.091487565959195,19.02558045867079,18.6427467022379,25.5111806802956
176,12.644916316000272,20.72224167358381,19.02558045867079,18.6427467022379,25.5111806802956
177,12.644916316000272,20.855981190123423,19.02558045867079,18.6427467022379,25.5111806802956
178,12.644916316000272,21.189847376332413,19.02558045867079,18.6427467022379,25.5111806802956
179,12.644916316000272,21.286956693275613,19.02558045867079,18.6427467022379,25.5111806802956
180,12.644916316000272,21.248361022916605,19.02558045867079,18.6427467022379,25.5111806802956
181,5.299929671998553,7.588485488320092,11.680593814669074,11.297760058236182,28.6142431727492
182,14.115554765891227,22.219116744670696,20.496218908561747,20.113385152128856,24.7776916169128
183,14.115554765891227,22.09713649111317,20.496218908561747,20.113385152128856,24.7776916169128
184,14.115554765891227,22.05492714469023,20.496218908561747,20.113385152128856,24.7776916169128
185,14.115554765891227,22.35398423942801,20.496218908561747,20.113385152128856,24.7776916169128
186,14.115554765891227,22.54105628085796,20.496218908561747,20.113385152128856,24.7776916169128
187,14.115554765891227,22.464622935012017,20.496218908561747,20.113385152128856,24.7776916169128
188,14.115554765891227,22.706257338906568,20.496218908561747,20.113385152128856,24.7776916169128
195,13.34049363553306,15.61200907240741,19.72115777820358,19.33832402177069,24.8254891687743
196,5.608535491388417,13.478667281285496,11.989199634058938,11.606365877626049,28.7061058738932
197,12.644916316000272,21.251692461537186,19.02558045867079,18.6427467022379,25.5111806802956
198,14.115554765891227,22.913350143001004,20.496218908561747,20.113385152128856,24.7776916169128
