frame,top_joint,bottom_joint,orig_bot_X,orig_bot_Y,orig_bot_Z,fem_length_m,method,l_tt,new_X,new_Y,new_Z
14,89,35,6.03345158187247,10.8127555077844,-19.9014238681556,25.751426944765765,M6,14.79684774246492,7.805888687765613,11.126377086843243,-9.095734916946427
15,65,37,14.3665484181275,13.1872444922156,-19.9014238681556,25.751426944765758,M1,13.299344784767024,12.351817221389606,12.830750500299505,-7.6185854194102305
15,65,37,14.3665484181275,13.1872444922156,-19.9014238681556,25.751426944765758,M2,15.138680477481852,12.649419417855231,12.883409333990475,-9.432921598399085
15,65,37,14.3665484181275,13.1872444922156,-19.9014238681556,25.751426944765758,M3,12.621281929489625,12.242107506152978,12.811338057389003,-6.949738522766548
15,65,37,14.3665484181275,13.1872444922156,-19.9014238681556,25.751426944765758,M6,14.314066218394906,12.515997870220861,12.859801231728094,-8.619515165904277
16,326,39,57.0334515818724,13.1872444922156,-19.9014238681556,25.751426944765775,M1,13.35691620642248,59.03886779515943,12.832398727934251,-7.675374353371016
16,326,39,57.0334515818724,13.1872444922156,-19.9014238681556,25.751426944765775,M2,15.138680477481852,58.750580582144714,12.883409333990475,-9.432921598399075
16,326,39,57.0334515818724,13.1872444922156,-19.9014238681556,25.751426944765775,M3,12.621281929489625,59.15789249384697,12.811338057389003,-6.949738522766539
16,326,39,57.0334515818724,13.1872444922156,-19.9014238681556,25.751426944765775,M6,14.314066218394906,58.884002129779084,12.859801231728094,-8.619515165904268
17,342,41,65.3665484181276,10.8127555077844,-19.9014238681556,25.751426944765775,M1,14.102621484806486,63.48178637886769,11.146252276125294,-8.410944304410302
17,342,41,65.3665484181276,10.8127555077844,-19.9014238681556,25.751426944765775,M2,15.621462001551864,63.72753285986881,11.10276898458086,-9.909141349441228
17,342,41,65.3665484181276,10.8127555077844,-19.9014238681556,25.751426944765775,M3,13.10406345355964,63.32022094816654,11.174840261182332,-7.425958273808696
17,342,41,65.3665484181276,10.8127555077844,-19.9014238681556,25.751426944765775,M6,14.79684774246492,63.59411131223443,11.126377086843243,-9.095734916946421
18,12,43,9e-16,6.0,-19.2464285714286,24.7464285714286,M1,13.513875035588736,8.946341132332168e-16,6.0,-8.013875035588736
18,12,43,9e-16,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,8.964846840712942e-16,6.0,-11.887724207965146
18,12,43,9e-16,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,8.952821012825906e-16,6.0,-9.37032565997292
18,12,43,9e-16,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,8.960907587962963e-16,6.0,-11.0631099488782
19,32,45,5.1,6.0,-19.2464285714286,24.7464285714286,M1,13.496094924674455,5.1,6.0,-7.9960949246744555
19,32,45,5.1,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,5.1,6.0,-11.887724207965146
19,32,45,5.1,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,5.1,6.0,-9.37032565997292
19,32,45,5.1,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,5.1,6.0,-11.0631099488782
20,108,47,15.3,6.0,-19.2464285714286,24.7464285714286,M1,13.508325865658955,15.3,6.0,-8.008325865658955
20,108,47,15.3,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,15.3,6.0,-11.887724207965146
20,108,47,15.3,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,15.3,6.0,-9.37032565997292
20,108,47,15.3,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,15.3,6.0,-11.0631099488782
21,133,50,20.4,6.0,-19.2464285714286,24.7464285714286,M1,13.485773188258586,20.4,6.0,-7.985773188258586
21,133,50,20.4,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,20.4,6.0,-11.887724207965146
21,133,50,20.4,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,20.4,6.0,-9.37032565997292
21,133,50,20.4,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,20.4,6.0,-11.0631099488782
22,158,52,25.5,6.0,-19.2464285714286,24.7464285714286,M1,13.49289711693704,25.5,6.0,-7.992897116937041
22,158,52,25.5,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,25.5,6.0,-11.887724207965146
22,158,52,25.5,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,25.5,6.0,-9.37032565997292
22,158,52,25.5,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,25.5,6.0,-11.0631099488782
23,182,54,30.6,6.0,-19.2464285714286,24.7464285714286,M1,13.50012992094407,30.6,6.0,-8.00012992094407
23,182,54,30.6,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,30.6,6.0,-11.887724207965146
23,182,54,30.6,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,30.6,6.0,-9.37032565997292
23,182,54,30.6,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,30.6,6.0,-11.0631099488782
24,207,56,35.7,6.0,-19.2464285714286,24.7464285714286,M1,13.515074294678886,35.7,6.0,-8.015074294678886
24,207,56,35.7,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,35.7,6.0,-11.887724207965146
24,207,56,35.7,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,35.7,6.0,-9.37032565997292
24,207,56,35.7,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,35.7,6.0,-11.0631099488782
25,231,58,40.8,6.0,-19.2464285714286,24.7464285714286,M1,13.543256683708943,40.8,6.0,-8.043256683708943
25,231,58,40.8,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,40.8,6.0,-11.887724207965146
25,231,58,40.8,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,40.8,6.0,-9.37032565997292
25,231,58,40.8,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,40.8,6.0,-11.0631099488782
26,253,60,45.9,6.0,-19.2464285714286,24.7464285714286,M1,13.55462098330218,45.9,6.0,-8.05462098330218
26,253,60,45.9,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,45.9,6.0,-11.887724207965146
26,253,60,45.9,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,45.9,6.0,-9.37032565997292
26,253,60,45.9,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,45.9,6.0,-11.0631099488782
27,275,62,51.0,6.0,-19.2464285714286,24.7464285714286,M1,13.576858906939531,51.0,6.0,-8.076858906939531
27,275,62,51.0,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,51.0,6.0,-11.887724207965146
27,275,62,51.0,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,51.0,6.0,-9.37032565997292
27,275,62,51.0,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,51.0,6.0,-11.0631099488782
28,299,64,56.1,6.0,-19.2464285714286,24.7464285714286,M1,13.617105911192914,56.1,6.0,-8.117105911192914
28,299,64,56.1,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,56.1,6.0,-11.887724207965146
28,299,64,56.1,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,56.1,6.0,-9.37032565997292
28,299,64,56.1,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,56.1,6.0,-11.0631099488782
29,362,66,66.3,6.0,-19.2464285714286,24.7464285714286,M1,13.588982374300024,66.3,6.0,-8.088982374300024
29,362,66,66.3,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,66.3,6.0,-11.887724207965146
29,362,66,66.3,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,66.3,6.0,-9.37032565997292
29,362,66,66.3,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,66.3,6.0,-11.0631099488782
30,387,69,71.4,6.0,-19.2464285714286,24.7464285714286,M1,13.635124358507358,71.4,6.0,-8.135124358507358
30,387,69,71.4,6.0,-19.2464285714286,24.7464285714286,M2,17.387724207965146,71.4,6.0,-11.887724207965146
30,387,69,71.4,6.0,-19.2464285714286,24.7464285714286,M3,14.87032565997292,71.4,6.0,-9.37032565997292
30,387,69,71.4,6.0,-19.2464285714286,24.7464285714286,M6,16.5631099488782,71.4,6.0,-11.0631099488782
31,91,80,6.19106606736212,4.84461573032765,-18.9062957306634,24.74341103277305,M1,15.781860321760382,7.6430188594346795,5.100091294915195,-10.06684119593429
31,91,80,6.19106606736212,4.84461573032765,-18.9062957306634,24.74341103277305,M2,17.65071851702687,7.340225965424683,5.046813952860651,-11.910237231021533
31,91,80,6.19106606736212,4.84461573032765,-18.9062957306634,24.74341103277305,M3,15.133319969034645,7.748095537152373,5.118579859909511,-9.427136847130964
31,91,80,6.19106606736212,4.84461573032765,-18.9062957306634,24.74341103277305,M6,16.826104257939924,7.473830183542067,5.070322026429692,-11.096857885532707
32,63,82,14.208933932638,7.15538426967236,-18.9062957306634,24.743411032773068,M1,15.1470481011179,12.654128698401454,6.8818115011849965,-9.440677941000741
32,63,82,14.208933932638,7.15538426967236,-18.9062957306634,24.743411032773068,M2,17.129773728503288,12.975370423570556,6.938334971889237,-11.39639002736742
32,63,82,14.208933932638,7.15538426967236,-18.9062957306634,24.743411032773068,M3,14.61237518051106,12.567500851842855,6.866569064840376,-8.913289643476851
32,63,82,14.208933932638,7.15538426967236,-18.9062957306634,24.743411032773068,M6,16.305159469416342,12.841766205453169,6.914826898320196,-10.583010681878598
33,324,84,57.191066067362,7.15538426967234,-18.9062957306635,24.74341103277317,M1,15.10106127571363,58.75332209908858,6.880500510424277,-9.395317660680279
33,324,84,57.191066067362,7.15538426967234,-18.9062957306635,24.74341103277317,M2,17.12977372850329,58.42462957642945,6.938334971889221,-11.396390027367424
33,324,84,57.191066067362,7.15538426967234,-18.9062957306635,24.74341103277317,M3,14.612375180511064,58.832499148157154,6.866569064840363,-8.913289643476855
33,324,84,57.191066067362,7.15538426967234,-18.9062957306635,24.74341103277317,M6,16.305159469416346,58.558233794546844,6.914826898320181,-10.583010681878601
34,344,86,65.2089339326378,4.84461573032764,-18.9062957306635,24.74341103277314,M1,15.995100292291612,63.79153033641078,5.094012257523018,-10.277175889703475
34,344,86,65.2089339326378,4.84461573032764,-18.9062957306635,24.74341103277314,M2,17.650718517026874,64.05977403457526,5.046813952860646,-11.910237231021547
34,344,86,65.2089339326378,4.84461573032764,-18.9062957306635,24.74341103277314,M3,15.133319969034646,63.651904462847575,5.118579859909507,-9.427136847130976
34,344,86,65.2089339326378,4.84461573032764,-18.9062957306635,24.74341103277314,M6,16.826104257939928,63.92616981645787,5.070322026429687,-11.096857885532724
35,16,88,-6.7e-15,18.0,-21.25,26.75,M1,9.550898621710765,-1.8211271059076987e-15,18.0,-4.050898621710765
35,16,88,-6.7e-15,18.0,-21.25,26.75,M2,13.367724207965146,-2.9038468646132974e-15,18.0,-7.867724207965146
35,16,88,-6.7e-15,18.0,-21.25,26.75,M3,10.85032565997292,-2.189735861411091e-15,18.0,-5.3503256599729205
35,16,88,-6.7e-15,18.0,-21.25,26.75,M6,12.5431099488782,-2.6699283552532767e-15,18.0,-7.0431099488782
36,36,90,5.09999999999999,18.0,-21.25,26.75,M1,9.538228364300169,5.099999999999996,18.0,-4.038228364300169
36,36,90,5.09999999999999,18.0,-21.25,26.75,M2,13.367724207965146,5.099999999999995,18.0,-7.867724207965146
36,36,90,5.09999999999999,18.0,-21.25,26.75,M3,10.85032565997292,5.099999999999996,18.0,-5.3503256599729205
36,36,90,5.09999999999999,18.0,-21.25,26.75,M6,12.5431099488782,5.099999999999995,18.0,-7.0431099488782
37,10,92,9e-16,-5.25,-17.2,22.7,M1,17.31622670060145,8.97196268353517e-16,-5.25,-11.816226700601451
37,10,92,9e-16,-5.25,-17.2,22.7,M2,21.156474207965147,8.991961711852217e-16,-5.25,-15.656474207965147
37,10,92,9e-16,-5.25,-17.2,22.7,M3,18.63907565997292,8.97885174309368e-16,-5.25,-13.13907565997292
37,10,92,9e-16,-5.25,-17.2,22.7,M6,20.331859948878204,8.987667331376349e-16,-5.25,-14.831859948878204
38,30,94,5.1,-5.25,-17.2,22.7,M1,17.31541689258648,5.1,-5.25,-11.81541689258648
38,30,94,5.1,-5.25,-17.2,22.7,M2,21.156474207965147,5.1,-5.25,-15.656474207965147
38,30,94,5.1,-5.25,-17.2,22.7,M3,18.63907565997292,5.1,-5.25,-13.13907565997292
38,30,94,5.1,-5.25,-17.2,22.7,M6,20.331859948878204,5.1,-5.25,-14.831859948878204
39,115,97,15.3,18.0,-21.25,26.75,M1,9.548977614912156,15.3,18.0,-4.048977614912156
39,115,97,15.3,18.0,-21.25,26.75,M2,13.367724207965146,15.3,18.0,-7.867724207965146
39,115,97,15.3,18.0,-21.25,26.75,M3,10.85032565997292,15.3,18.0,-5.3503256599729205
39,115,97,15.3,18.0,-21.25,26.75,M6,12.5431099488782,15.3,18.0,-7.0431099488782
40,106,99,15.3,-5.25,-17.2,22.7,M1,17.23158013524083,15.3,-5.25,-11.73158013524083
40,106,99,15.3,-5.25,-17.2,22.7,M2,21.156474207965147,15.3,-5.25,-15.656474207965147
40,106,99,15.3,-5.25,-17.2,22.7,M3,18.63907565997292,15.3,-5.25,-13.13907565997292
40,106,99,15.3,-5.25,-17.2,22.7,M6,20.331859948878204,15.3,-5.25,-14.831859948878204
41,131,101,20.4,-5.25,-17.2,22.7,M1,17.241689930963844,20.4,-5.25,-11.741689930963844
41,131,101,20.4,-5.25,-17.2,22.7,M2,21.156474207965147,20.4,-5.25,-15.656474207965147
41,131,101,20.4,-5.25,-17.2,22.7,M3,18.63907565997292,20.4,-5.25,-13.13907565997292
41,131,101,20.4,-5.25,-17.2,22.7,M6,20.331859948878204,20.4,-5.25,-14.831859948878204
42,156,103,25.5,-5.25,-17.2,22.7,M1,17.2634347787433,25.5,-5.25,-11.7634347787433
42,156,103,25.5,-5.25,-17.2,22.7,M2,21.156474207965147,25.5,-5.25,-15.656474207965147
42,156,103,25.5,-5.25,-17.2,22.7,M3,18.63907565997292,25.5,-5.25,-13.13907565997292
42,156,103,25.5,-5.25,-17.2,22.7,M6,20.331859948878204,25.5,-5.25,-14.831859948878204
43,180,105,30.6,-5.25,-17.2,22.7,M1,17.25366063524455,30.6,-5.25,-11.75366063524455
43,180,105,30.6,-5.25,-17.2,22.7,M2,21.156474207965147,30.6,-5.25,-15.656474207965147
43,180,105,30.6,-5.25,-17.2,22.7,M3,18.63907565997292,30.6,-5.25,-13.13907565997292
43,180,105,30.6,-5.25,-17.2,22.7,M6,20.331859948878204,30.6,-5.25,-14.831859948878204
44,137,107,20.4,18.0,-21.25,26.75,M1,9.530833012627632,20.4,18.0,-4.030833012627632
44,137,107,20.4,18.0,-21.25,26.75,M2,13.367724207965146,20.4,18.0,-7.867724207965146
44,137,107,20.4,18.0,-21.25,26.75,M3,10.85032565997292,20.4,18.0,-5.3503256599729205
44,137,107,20.4,18.0,-21.25,26.75,M6,12.5431099488782,20.4,18.0,-7.0431099488782
45,205,109,35.7,-5.25,-17.2,22.7,M1,17.2732728916114,35.7,-5.25,-11.773272891611398
45,205,109,35.7,-5.25,-17.2,22.7,M2,21.156474207965147,35.7,-5.25,-15.656474207965147
45,205,109,35.7,-5.25,-17.2,22.7,M3,18.63907565997292,35.7,-5.25,-13.13907565997292
45,205,109,35.7,-5.25,-17.2,22.7,M6,20.331859948878204,35.7,-5.25,-14.831859948878204
46,229,111,40.8,-5.25,-17.2,22.7,M1,17.30883467700369,40.8,-5.25,-11.808834677003691
46,229,111,40.8,-5.25,-17.2,22.7,M2,21.156474207965147,40.8,-5.25,-15.656474207965147
46,229,111,40.8,-5.25,-17.2,22.7,M3,18.63907565997292,40.8,-5.25,-13.13907565997292
46,229,111,40.8,-5.25,-17.2,22.7,M6,20.331859948878204,40.8,-5.25,-14.831859948878204
47,251,116,45.9,-5.25,-17.2,22.7,M1,17.323814749176954,45.9,-5.25,-11.823814749176954
47,251,116,45.9,-5.25,-17.2,22.7,M2,21.156474207965147,45.9,-5.25,-15.656474207965147
47,251,116,45.9,-5.25,-17.2,22.7,M3,18.63907565997292,45.9,-5.25,-13.13907565997292
47,251,116,45.9,-5.25,-17.2,22.7,M6,20.331859948878204,45.9,-5.25,-14.831859948878204
48,162,118,25.5,18.0,-21.25,26.75,M1,9.513360507600693,25.5,18.0,-4.013360507600693
48,162,118,25.5,18.0,-21.25,26.75,M2,13.367724207965146,25.5,18.0,-7.867724207965146
48,162,118,25.5,18.0,-21.25,26.75,M3,10.85032565997292,25.5,18.0,-5.3503256599729205
48,162,118,25.5,18.0,-21.25,26.75,M6,12.5431099488782,25.5,18.0,-7.0431099488782
49,273,120,51.0,-5.25,-17.2,22.7,M1,17.350801092481213,51.0,-5.25,-11.850801092481213
49,273,120,51.0,-5.25,-17.2,22.7,M2,21.156474207965147,51.0,-5.25,-15.656474207965147
49,273,120,51.0,-5.25,-17.2,22.7,M3,18.63907565997292,51.0,-5.25,-13.13907565997292
49,273,120,51.0,-5.25,-17.2,22.7,M6,20.331859948878204,51.0,-5.25,-14.831859948878204
50,297,122,56.1,-5.25,-17.2,22.7,M1,17.395004673288604,56.1,-5.25,-11.895004673288604
50,297,122,56.1,-5.25,-17.2,22.7,M2,21.156474207965147,56.1,-5.25,-15.656474207965147
50,297,122,56.1,-5.25,-17.2,22.7,M3,18.63907565997292,56.1,-5.25,-13.13907565997292
50,297,122,56.1,-5.25,-17.2,22.7,M6,20.331859948878204,56.1,-5.25,-14.831859948878204
51,360,124,66.3,-5.25,-17.2,22.7,M1,17.37127613729822,66.3,-5.25,-11.87127613729822
51,360,124,66.3,-5.25,-17.2,22.7,M2,21.156474207965147,66.3,-5.25,-15.656474207965147
51,360,124,66.3,-5.25,-17.2,22.7,M3,18.63907565997292,66.3,-5.25,-13.13907565997292
51,360,124,66.3,-5.25,-17.2,22.7,M6,20.331859948878204,66.3,-5.25,-14.831859948878204
52,186,126,30.6,18.0,-21.25,26.75,M1,9.508949408696669,30.6,18.0,-4.008949408696669
52,186,126,30.6,18.0,-21.25,26.75,M2,13.367724207965146,30.6,18.0,-7.867724207965146
52,186,126,30.6,18.0,-21.25,26.75,M3,10.85032565997292,30.6,18.0,-5.3503256599729205
52,186,126,30.6,18.0,-21.25,26.75,M6,12.5431099488782,30.6,18.0,-7.0431099488782
53,385,128,71.4,-5.25,-17.2,22.7,M1,17.428815775987633,71.4,-5.25,-11.928815775987633
53,385,128,71.4,-5.25,-17.2,22.7,M2,21.156474207965147,71.4,-5.25,-15.656474207965147
53,385,128,71.4,-5.25,-17.2,22.7,M3,18.63907565997292,71.4,-5.25,-13.13907565997292
53,385,128,71.4,-5.25,-17.2,22.7,M6,20.331859948878204,71.4,-5.25,-14.831859948878204
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M1,19.19912322767393,7.09176379130257,-6.243941336522042,-13.438039185849561
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M2,21.455379253434888,6.726487909055336,-6.307864615915307,-15.663612954113095
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M3,18.937980705442666,7.134041380419754,-6.236542758426535,-13.180447875014142
54,93,130,6.52565746832526,-6.34300994304307,-16.8872441394185,22.695879691804283,M6,20.630764994347945,6.859988583430286,-6.284501997899691,-14.850212416671425
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804194,M1,18.62338053164551,13.215026520241034,-4.2723703589578355,-12.87012586975413
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804194,M2,20.86326642630393,13.577652165098232,-4.208910871107828,-15.07955212020547
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804194,M3,18.345867878311708,13.170098693733806,-4.280232728596601,-12.596387041106517
55,61,132,13.8743425316748,-4.15699005695693,-16.8872441394184,22.695879691804194,M6,20.038652167216988,13.44415149072328,-4.232273489123444,-14.2661515827638
56,211,134,35.7,18.0,-21.25,26.75,M1,9.501283215573556,35.7,18.0,-4.001283215573556
56,211,134,35.7,18.0,-21.25,26.75,M2,13.367724207965146,35.7,18.0,-7.867724207965146
56,211,134,35.7,18.0,-21.25,26.75,M3,10.85032565997292,35.7,18.0,-5.3503256599729205
56,211,134,35.7,18.0,-21.25,26.75,M6,12.5431099488782,35.7,18.0,-7.0431099488782
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M1,18.53221557730301,58.199732602281976,-4.2749532053993375,-12.780200644667502
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M2,20.863266426303927,57.82234783490177,-4.2089108711078005,-15.079552120205467
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M3,18.3458678783117,58.2299013062662,-4.280232728596577,-12.59638704110651
57,322,136,57.5256574683252,-4.1569900569569,-16.8872441394184,22.695879691804198,M6,20.03865216721698,57.95584850927672,-4.2322734891234175,-14.266151582763793
