frame,pile_type,top_X,top_Y,top_Z,bot_X,bot_Y,bot_Z,fem_length_m,rake_V_to_H,orientation,spring_K33_tm,Y_s,Z_s,on_segment,H0_vertical_m,H0_along_axis_m,applicable_cases,D_m,t_m,E_Tm2,I_m4,b_equiv_m
105,BTCT_D800,40.8,26.0,5.5,40.8,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
106,BTCT_D800,56.1,-21.0,5.5,56.1,-21.0,-14.73,20.23,,vertical,129825.0,-21.0,-14.875,False,20.375,20.375,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
107,BTCT_D800,45.9,26.0,5.5,45.9,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
108,BTCT_D800,56.1,-15.75,5.5,56.1,-15.75,-15.5,21.0,,vertical,144666.0,-15.75,-13.11625,True,18.61625,18.61625,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
109,BTCT_D800,51.0,26.0,5.5,51.0,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
110,BTCT_D800,56.1,-10.5,5.5,56.1,-10.5,-16.4,21.9,,vertical,166015.0,-10.5,-11.3575,True,16.8575,16.8575,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
111,BTCT_D800,56.1,26.0,5.5,56.1,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
112,BTCT_D800,61.2,-21.0,5.5,61.2,-21.0,-14.73,20.23,,vertical,129825.0,-21.0,-14.875,False,20.375,20.375,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
113,BTCT_D800,61.2,26.0,5.5,61.2,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
114,BTCT_D800,66.3,-21.0,5.5,66.3,-21.0,-14.73,20.23,,vertical,129825.0,-21.0,-14.875,False,20.375,20.375,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
115,BTCT_D800,66.3,26.0,5.5,66.3,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
116,BTCT_D800,66.3,-15.75,5.5,66.3,-15.75,-15.5,21.0,,vertical,144666.0,-15.75,-13.11625,True,18.61625,18.61625,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
117,BTCT_D800,71.4,26.0,5.5,71.4,26.0,-22.7,28.2,,vertical,3000000.0,26.0,0.870000000000001,True,4.629999999999999,4.629999999999999,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
119,BTCT_D800,66.3,-10.5,5.5,66.3,-10.5,-16.4,21.9,,vertical,166015.0,-10.5,-11.3575,True,16.8575,16.8575,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
120,BTCT_D800,71.4,-21.0,5.5,71.4,-21.0,-14.73,20.23,,vertical,129825.0,-21.0,-14.875,False,20.375,20.375,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
121,BTCT_D800,71.4,-15.75,5.5,71.4,-15.75,-15.5,21.0,,vertical,144666.0,-15.75,-13.11625,True,18.61625,18.61625,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
122,BTCT_D800,71.4,-10.5,5.5,71.4,-10.5,-16.4,21.9,,vertical,166015.0,-10.5,-11.3575,True,16.8575,16.8575,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
123,BTCT_D800,10.2,-10.95,5.5,6.65110708078082,-11.5696479700224,-16.1031815003262,21.9015080643976,5.997,raked_6to1,166015.0,-11.442583889525167,-11.673265602990933,True,17.17326560299093,17.180328587052436,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
125,BTCT_D800,10.2,-16.2,5.5,6.80616437947842,-16.793540758746,-15.2130505808513,20.9976397534656,6.012,raked_6to1,144666.0,-16.742988348844786,-13.448901096863004,True,18.948901096863004,18.956679274748442,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
126,BTCT_D800,10.2,-15.3,5.5,13.5938356205215,-14.7064592412541,-15.2130505808513,20.9976397534656,6.012,raked_6to1,144666.0,-14.77589488124654,-12.789924785217593,True,18.289924785217593,18.29743246536028,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
127,BTCT_D800,10.2,-10.05,5.5,13.7488929192191,-9.43035202997762,-16.1031815003262,21.9015080643976,5.997,raked_6to1,166015.0,-9.57535803298166,-11.047744941048856,True,16.547744941048855,16.554550662306212,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
128,BTCT_D800,61.2,-15.3,5.5,57.8061643794785,-14.706459241254,-15.2130505808514,20.9976397534657,6.012,raked_6to1,144666.0,-14.775894881246456,-12.789924785217563,True,18.289924785217565,18.297432465360256,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
129,BTCT_D800,61.2,-10.05,5.5,57.6511070807808,-9.43035202997762,-16.1031815003262,21.9015080643976,5.997,raked_6to1,166015.0,-9.57535803298166,-11.047744941048856,True,16.547744941048855,16.554550662306212,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
132,BTCT_D800,61.2,-10.95,5.5,64.7488929192192,-11.5696479700224,-16.1031815003262,21.9015080643976,5.997,raked_6to1,166015.0,-11.442583889525167,-11.673265602990933,True,17.17326560299093,17.180328587052436,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
135,BTCT_D800,61.2,-16.2,5.5,64.5938356205214,-16.7935407587461,-15.2130505808514,20.9976397534657,6.012,raked_6to1,144666.0,-16.742988348844875,-13.448901096863034,True,18.948901096863032,18.956679274748474,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
136,BTCT_D800,61.2,17.55,5.5,65.5355105900628,16.7811409791022,-20.8868144533132,26.7516686071008,5.993,raked_6to1,758640.0,17.330465735957638,-2.034293978454191,True,7.5342939784541905,7.5374916946461505,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
137,BTCT_D800,61.2,18.45,5.5,56.8644894099371,19.2188590208978,-20.8868144533132,26.7516686071008,5.993,raked_6to1,758640.0,18.65658966302221,-1.5900424628875591,True,7.090042462887559,7.093051629194329,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
138,BTCT_D800,10.2,17.55,5.5,5.8644894099372,16.7811409791022,-20.8868144533132,26.7516686071008,5.993,raked_6to1,758640.0,17.330465735957638,-2.034293978454191,True,7.5342939784541905,7.5374916946461505,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
139,BTCT_D800,10.2,18.45,5.5,14.535510590063,19.2188590208979,-20.8868144533132,26.7516686071008,5.993,raked_6to1,758640.0,18.656589663022235,-1.5900424628875505,True,7.090042462887551,7.093051629194321,"Case1,Case2,Case4",0.8,0.13,3600000.0,0.015932265129433645,1.8
140,Steel_D1016,-0.650000000000005,24.0,5.5,-0.650050129348696,24.0011334324062,-23.1142431502572,28.6142431727492,25220.999,raked_6to1,3500000.0,24.000209934332677,0.20007032800144686,True,5.299929671998553,5.299929676156385,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
141,Steel_D1016,4.44999999999999,24.0,5.5,3.75026264264917,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
142,Steel_D1016,9.54999999999999,24.0,5.5,8.85026264264927,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
143,Steel_D1016,14.65,24.0,5.5,13.9502626426492,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
144,Steel_D1016,19.75,24.0,5.5,19.0502626426493,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
145,Steel_D1016,24.85,24.0,5.5,24.1502626426493,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
146,Steel_D1016,29.95,24.0,5.5,29.2502626426493,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
147,Steel_D1016,0.65,0.0,5.5,1.3579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
148,Steel_D1016,5.75,0.0,5.5,6.4579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
149,Steel_D1016,10.85,0.0,5.5,11.5579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
150,Steel_D1016,15.95,0.0,5.5,16.6579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
151,Steel_D1016,21.05,0.0,5.5,21.7579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
152,Steel_D1016,26.15,0.0,5.5,26.8579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
153,Steel_D1016,31.25,0.0,5.5,31.9579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
154,Steel_D1016,-0.650000000000005,0.0,5.5,-0.65003485546334,-0.0027421267078727,-19.3254890173075,24.8254891687743,9052.639,raked_6to1,315144.0,-0.00147353890465955,-7.840493635533061,True,13.340493635533061,13.340493716913741,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
155,Steel_D1016,4.44999999999999,0.0,5.5,3.76818478340687,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
156,Steel_D1016,9.54999999999999,0.0,5.5,8.86818478340687,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
157,Steel_D1016,14.65,0.0,5.5,13.9681847834069,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
158,Steel_D1016,19.75,0.0,5.5,19.0681847834069,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
159,Steel_D1016,24.85,0.0,5.5,24.1681847834069,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
160,Steel_D1016,29.95,0.0,5.5,29.2681847834069,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
168,Steel_D1016,72.05,24.0,5.5,72.7497373573507,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
169,Steel_D1016,66.95,24.0,5.5,67.6497373573508,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
170,Steel_D1016,61.85,24.0,5.5,62.5497373573507,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
171,Steel_D1016,56.75,24.0,5.5,57.4497373573508,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
172,Steel_D1016,51.65,24.0,5.5,52.3497373573507,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
173,Steel_D1016,46.55,24.0,5.5,47.2497373573507,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
174,Steel_D1016,41.45,24.0,5.5,42.1497373573507,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
175,Steel_D1016,70.75,0.0,5.5,70.0420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
176,Steel_D1016,65.65,0.0,5.5,64.9420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
177,Steel_D1016,60.55,0.0,5.5,59.8420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
178,Steel_D1016,55.45,0.0,5.5,54.7420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
179,Steel_D1016,50.35,0.0,5.5,49.6420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
180,Steel_D1016,45.25,0.0,5.5,44.5420900424111,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
181,Steel_D1016,40.15,24.0,5.5,40.1499498706513,24.0011334324062,-23.1142431502572,28.6142431727492,25220.999,raked_6to1,3500000.0,24.000209934332677,0.20007032800144686,True,5.299929671998553,5.299929676156385,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
182,Steel_D1016,72.05,0.0,5.5,72.7318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
183,Steel_D1016,66.95,0.0,5.5,67.6318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
184,Steel_D1016,61.85,0.0,5.5,62.5318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
185,Steel_D1016,56.75,0.0,5.5,57.4318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
186,Steel_D1016,51.65,0.0,5.5,52.3318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
187,Steel_D1016,46.55,0.0,5.5,47.2318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
188,Steel_D1016,41.45,0.0,5.5,42.1318152165931,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
195,Steel_D1016,40.15,0.0,5.5,40.1499651445367,-0.0027421267078727,-19.3254890173075,24.8254891687743,9052.639,raked_6to1,315144.0,-0.00147353890465955,-7.840493635533061,True,13.340493635533061,13.340493716913741,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
196,Steel_D1016,35.05,24.0,5.5,34.3502626426493,19.349732164563,-22.8182960492434,28.7061058738932,6.022,raked_6to1,3500000.0,23.078998533168903,-0.10853549138841699,True,5.608535491388417,5.68365323186316,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
197,Steel_D1016,36.35,0.0,5.5,37.0579099575889,4.12924159654957,-19.6648279754096,25.5111806802956,6.007,raked_6to1,403739.0,2.0748766686559,-7.144916316000273,True,12.644916316000273,12.814016615752553,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
198,Steel_D1016,35.05,0.0,5.5,34.3681847834069,-4.00868712179643,-18.941758476689,24.7776916169128,6.011,raked_6to1,315144.0,-2.3150888534066576,-8.615554765891229,True,14.115554765891229,14.30414355171404,"Case1,Case2,Case4",1.016,0.016,20000000.0,0.006284793802618228,2.016
