joint,load_case,step_type,U1,U2,U3,R1,R2,R3
4,BAO KT,Max,0.008580905399888018,0.003388204790987525,-0.0021738263766914803,0.0001548620607481403,4.605944093180326e-05,0.0003729827049887189
4,BAO KT,Min,-0.003214146601622365,-0.022123380528955666,-0.004693033138313757,-8.206489676269513e-05,-0.00011959639697137119,-0.0001316038095993257
6,BAO KT,Max,0.006623483875162297,0.003941317984402944,-0.0023407968913060177,0.00016088284471116494,-5.000065261569496e-06,0.0003724511888793381
6,BAO KT,Min,-0.0027403690234583077,-0.02151041970888423,-0.004990527475452675,-3.171659327789537e-05,-0.00016115184805014438,-0.0001314396249672497
8,BAO KT,Max,0.004671875678422912,0.004516397583536667,-0.0023031373763759046,0.00010840033735994419,-2.64348000342822e-05,0.0003717713917246306
8,BAO KT,Min,-0.0022676172369672084,-0.020899965022167018,-0.004970229510947732,-5.9971446209214365e-05,-0.00017597314579350818,-0.00013139420803531425
10,BAO KT,Max,0.002724403868098769,0.005133332997750743,-0.0020207961165307183,0.00019133704758274653,-1.7108850649844882e-06,0.0003716893303088866
10,BAO KT,Min,-0.0017949004093891579,-0.020293499487043655,-0.004708882063845341,-0.00010466218882658479,-0.00017216562950999958,-0.00013159871115326678
12,BAO KT,Max,0.0005519836720412888,0.006466252838828383,-0.0023143575962625775,7.022251410776707e-05,-8.57777976193852e-06,0.00037341318106778415
12,BAO KT,Min,-0.005501627981742023,-0.01985447264142453,-0.00529873589980109,-0.00025993781002187815,-0.00019574840333305606,-0.00013349416092980665
14,BAO KT,Max,0.0013552531959352791,0.00718335995651373,-0.0026036027840485435,2.8660040459906333e-07,-2.4446167198973307e-05,0.0003755366002178126
14,BAO KT,Min,-0.007623204389838321,-0.01988921583298118,-0.005846872938455805,-0.00011225620110008375,-0.00021591342716321412,-0.00013528342992445504
16,BAO KT,Max,0.0021719945918818734,0.00790449110226965,-0.0022357123277000684,0.0003391322267527773,3.2761128827711377e-06,0.00038035484424050624
16,BAO KT,Min,-0.009760719360687224,-0.019937265249037696,-0.005433236999633206,-8.163084427952646e-05,-0.0001974741700392604,-0.00013887521040316798
18,BAO KT,Max,0.00858078349285888,0.0029210156665326406,-0.002175054551650881,0.0002066245673538448,1.435197246535781e-05,0.0003735796167527425
18,BAO KT,Min,-0.0026174084134109217,-0.02031893165898287,-0.004761067550947817,-2.9385199112070223e-05,-0.00010165763896778089,-0.00013178612786495815
26,BAO KT,Max,0.006622922798179561,0.0034738976456113236,-0.0021726034226796126,0.0002083688562345002,-3.8118610935434414e-05,0.00037303175300097056
