frame,station,load_case,step_type,P,V2,V3,T,M2,M3
1,0.0,BAO KT,Max,-91.4457615888796,0.1411870195088052,0.28824002741662363,0.6434900393092583,3.710194571079157,1.4127441276504302
1,12.87410714285715,BAO KT,Max,-91.4457615888796,0.1411870195088052,0.28824002741662363,0.6434900393092583,0.2500594386318537,-0.05445574308207283
1,25.7482142857143,BAO KT,Max,-91.4457615888796,0.1411870195088052,0.28824002741662363,0.6434900393092583,11.188070435272744,3.3816617238496285
1,0.0,BAO KT,Min,-205.35841797614728,-0.2734798386753402,-0.8496131712488932,-0.2318110660571765,-10.687951558009038,-3.6599557651856083
1,12.87410714285715,BAO KT,Min,-205.35841797614728,-0.2734798386753402,-0.8496131712488932,-0.2318110660571765,-0.0006384247425381961,-0.48096399005500234
1,25.7482142857143,BAO KT,Min,-205.35841797614728,-0.2734798386753402,-0.8496131712488932,-0.2318110660571765,-3.711471420564233,-2.2225695050236105
2,0.0,BAO KT,Max,-84.39330882463156,0.1732472610107775,0.25914336677320154,0.6456871629300023,3.3405720833291928,1.774010834602039
2,12.87410714285715,BAO KT,Max,-84.39330882463156,0.1732472610107775,0.25914336677320154,0.6456871629300023,0.2521904724867444,-0.12185888643167445
2,25.7482142857143,BAO KT,Max,-84.39330882463156,0.1732472610107775,0.25914336677320154,0.6456871629300023,10.212058158170816,2.9399383920501525
2,0.0,BAO KT,Min,-184.7141545769935,-0.24176021735041864,-0.7736356063503816,-0.23196199794147487,-9.707677213197327,-3.284955490049291
2,12.87410714285715,BAO KT,Min,-184.7141545769935,-0.24176021735041864,-0.7736356063503816,-0.23196199794147487,0.0043326141302682825,-0.5029505330129541
2,25.7482142857143,BAO KT,Min,-184.7141545769935,-0.24176021735041864,-0.7736356063503816,-0.23196199794147487,-3.3319068550686564,-2.6867967663165366
3,0.0,BAO KT,Max,-87.293455953995,0.0852865701282754,0.20732516410464757,0.6429513547818301,2.718923648684126,1.2744257459626762
3,12.87410714285715,BAO KT,Max,-87.293455953995,0.0852865701282754,0.20732516410464757,0.6429513547818301,0.25812658203066663,0.43851426212503464
3,25.7482142857143,BAO KT,Max,-87.293455953995,0.0852865701282754,0.20732516410464757,0.6429513547818301,8.281844159585843,3.709081331329587
3,0.0,BAO KT,Min,-191.4704451885807,-0.27452249133636336,-0.6232445860920863,-0.22806565991175853,-7.7655909955245095,-3.3593826018472446
3,12.87410714285715,BAO KT,Min,-191.4704451885807,-0.27452249133636336,-0.6232445860920863,-0.22806565991175853,0.008336694815768667,0.17484936474117105
3,25.7482142857143,BAO KT,Min,-191.4704451885807,-0.27452249133636336,-0.6232445860920863,-0.22806565991175853,-2.619329103503223,-0.9215511373937586
4,0.0,BAO KT,Max,-98.95174191622526,0.12819164045897297,0.18651475663764364,0.6426301564196979,2.46033222402367,1.7447443162728584
4,12.87410714285715,BAO KT,Max,-98.95174191622526,0.12819164045897297,0.18651475663764364,0.6426301564196979,0.2667008173940088,0.2223321793065811
4,25.7482142857143,BAO KT,Max,-98.95174191622526,0.12819164045897297,0.18651475663764364,0.6426301564196979,7.339149054663482,3.095163242664801
4,0.0,BAO KT,Min,-215.79713447126466,-0.2328136439714441,-0.549354464646772,-0.22694930070723585,-6.805747419875464,-2.899372350949939
4,12.87410714285715,BAO KT,Min,-215.79713447126466,-0.2328136439714441,-0.549354464646772,-0.22694930070723585,0.00997480883874359,0.09439140218541893
4,25.7482142857143,BAO KT,Min,-215.79713447126466,-0.2328136439714441,-0.549354464646772,-0.22694930070723585,-2.3420896973302314,-1.5559615119020207
5,0.0,BAO KT,Max,-103.64596883091123,0.1835831884762954,0.16635459521948154,0.640543732980019,2.2075833220979293,2.2750229231354324
5,12.87410714285715,BAO KT,Max,-103.64596883091123,0.1835831884762954,0.16635459521948154,0.640543732980019,0.27090955524502336,0.056120825066828556
5,25.7482142857143,BAO KT,Max,-103.64596883091123,0.1835831884762954,0.16635459521948154,0.640543732980019,6.382508979826141,2.504835396123622
5,0.0,BAO KT,Min,-225.10430930366357,-0.19248108537408676,-0.4747202549088596,-0.22671083470357434,-5.840689869336094,-2.451208836035233
5,12.87410714285715,BAO KT,Min,-225.10430930366357,-0.19248108537408676,-0.4747202549088596,-0.22671083470357434,0.011764381556380238,-0.08863478486738574
5,25.7482142857143,BAO KT,Min,-225.10430930366357,-0.19248108537408676,-0.4747202549088596,-0.22671083470357434,-2.0757504430265445,-2.4519163530068977
6,0.0,BAO KT,Max,-104.37010583405991,0.1973354457117636,0.14718855569336997,0.6382084329410199,1.9631359245697702,2.541890655629718
6,12.87410714285715,BAO KT,Max,-104.37010583405991,0.1973354457117636,0.14718855569336997,0.6382084329410199,0.2728935103934356,0.16832126044060497
6,25.7482142857143,BAO KT,Max,-104.37010583405991,0.1973354457117636,0.14718855569336997,0.6382084329410199,5.423017376497298,2.526975380884237
6,0.0,BAO KT,Min,-226.73308541147892,-0.18333030835526695,-0.40003736251032124,-0.22629775530287485,-4.877230355710426,-2.1945480173503937
6,12.87410714285715,BAO KT,Min,-226.73308541147892,-0.18333030835526695,-0.40003736251032124,-0.22629775530287485,0.013494315958094177,-0.021741194405027232
6,25.7482142857143,BAO KT,Min,-226.73308541147892,-0.18333030835526695,-0.40003736251032124,-0.22629775530287485,-1.8267065478279134,-2.5391446867237124
7,0.0,BAO KT,Max,-104.25204554401571,0.2212402540182955,0.12990295105314725,0.6361857950679737,1.7354617655971991,2.8490902780799074
7,12.87410714285715,BAO KT,Max,-104.25204554401571,0.2212402540182955,0.12990295105314725,0.6361857950679737,0.2719252736944415,0.008385891750282686
7,25.7482142857143,BAO KT,Max,-104.25204554401571,0.2212402540182955,0.12990295105314725,0.6361857950679737,4.4568582666351855,1.895792307937124
7,0.0,BAO KT,Min,-226.50435601061267,-0.14755164051409841,-0.32506588196779457,-0.2252880705509938,-3.913007719246302,-1.903398950228566
7,12.87410714285715,BAO KT,Min,-226.50435601061267,-0.14755164051409841,-0.32506588196779457,-0.2252880705509938,0.015005681275507936,-0.022609771134271057
7,25.7482142857143,BAO KT,Min,-226.50435601061267,-0.14755164051409841,-0.32506588196779457,-0.2252880705509938,-1.6093072544658926,-2.8474511910090294
8,0.0,BAO KT,Max,-104.19120370678965,0.2674068332316403,0.11189623406311992,0.6343718682600704,1.5019140532220288,3.300343496567575
8,12.87410714285715,BAO KT,Max,-104.19120370678965,0.2674068332316403,0.11189623406311992,0.6343718682600704,0.2693360877251811,0.06567119231166757
8,25.7482142857143,BAO KT,Max,-104.19120370678965,0.2674068332316403,0.11189623406311992,0.6343718682600704,3.488360585209197,2.1054782530700518
8,0.0,BAO KT,Min,-226.4211453041692,-0.15878937897524847,-0.25003865990582536,-0.2245495348653347,-2.949688409758835,-1.9830647030801427
8,12.87410714285715,BAO KT,Min,-226.4211453041692,-0.15878937897524847,-0.25003865990582536,-0.2245495348653347,0.011287892232504372,-0.1467451425054086
8,25.7482142857143,BAO KT,Min,-226.4211453041692,-0.15878937897524847,-0.25003865990582536,-0.2245495348653347,-1.379214159199627,-3.584904946944966
9,0.0,BAO KT,Max,-103.28857441158337,0.28589338141583065,0.0921333032420795,0.6329372414597487,1.2527289373658612,3.577393795244286
9,12.87410714285715,BAO KT,Max,-103.28857441158337,0.28589338141583065,0.0921333032420795,0.6329372414597487,0.26447119992268275,0.09532081778155116
9,25.7482142857143,BAO KT,Max,-103.28857441158337,0.28589338141583065,0.0921333032420795,0.6329372414597487,2.514503784602266,2.2778023900092577
9,0.0,BAO KT,Min,-224.76550326332082,-0.16974401300690578,-0.17477193250857423,-0.22413257881569443,-1.9855613847569005,-2.092802830609628
9,12.87410714285715,BAO KT,Min,-224.76550326332082,-0.16974401300690578,-0.17477193250857423,-0.22413257881569443,0.017567711280804338,-0.1060492666185796
9,25.7482142857143,BAO KT,Min,-224.76550326332082,-0.16974401300690578,-0.17477193250857423,-0.22413257881569443,-1.1195390973618977,-3.7838502523179725
10,0.0,BAO KT,Max,-98.813578046152,0.3319623829093967,0.08504409509682842,0.632059107903038,1.114411258233616,4.07838113544376
10,12.87410714285715,BAO KT,Max,-98.813578046152,0.3319623829093967,0.08504409509682842,0.632059107903038,0.256340990497298,-0.09408178160955016
10,25.7482142857143,BAO KT,Max,-98.813578046152,0.3319623829093967,0.08504409509682842,0.632059107903038,1.5218565135197508,1.3855381676292284
10,0.0,BAO KT,Min,-215.3772543564279,-0.11511133900623698,-0.09845133042469612,-0.22384483848409137,-1.0130894389689888,-1.5977774103288631
10,12.87410714285715,BAO KT,Min,-215.3772543564279,-0.11511133900623698,-0.09845133042469612,-0.22384483848409137,0.014704079963316517,-0.20407661093963744
10,25.7482142857143,BAO KT,Min,-215.3772543564279,-0.11511133900623698,-0.09845133042469612,-0.22384483848409137,-1.0753223260541869,-4.46905743450373
11,0.0,BAO KT,Max,-87.31836433393714,0.4060319159091835,0.09326451955010034,0.6316140666463631,1.2173410007481342,4.794395310862074
11,12.87410714285715,BAO KT,Max,-87.31836433393714,0.4060319159091835,0.09326451955010034,0.6316140666463631,0.24872769881895018,-0.17404467250949215
11,25.7482142857143,BAO KT,Max,-87.31836433393714,0.4060319159091835,0.09326451955010034,0.6316140666463631,1.0364547170065408,1.0583701255716471
11,0.0,BAO KT,Min,-190.96307174269933,-0.09605345141899795,-0.061186924222907356,-0.22374155050364347,-0.5389993193686407,-1.4148347244471604
11,12.87410714285715,BAO KT,Min,-190.96307174269933,-0.09605345141899795,-0.061186924222907356,-0.22374155050364347,0.008590184064875345,-0.43709070490058494
11,25.7482142857143,BAO KT,Min,-190.96307174269933,-0.09605345141899795,-0.061186924222907356,-0.22374155050364347,-1.1840538338820399,-5.660201466806714
12,0.0,BAO KT,Max,-84.43890337226941,0.33155580689396774,0.2012894992998237,0.6322887179915765,2.598639255627443,4.408904977778386
12,12.87410714285715,BAO KT,Max,-84.43890337226941,0.33155580689396774,0.2012894992998237,0.6322887179915765,0.24584404648037186,0.27750987325412213
12,25.7482142857143,BAO KT,Max,-84.43890337226941,0.33155580689396774,0.2012894992998237,0.6322887179915765,1.637389908409459,2.9485450693105797
12,0.0,BAO KT,Min,-182.83970450697234,-0.20836309829134034,-0.108088727745376,-0.22455391407817962,-1.1457018154487153,-2.4205744332745356
12,12.87410714285715,BAO KT,Min,-182.83970450697234,-0.20836309829134034,-0.108088727745376,-0.22455391407817962,0.00534581527029176,0.13699409571925614
12,25.7482142857143,BAO KT,Min,-182.83970450697234,-0.20836309829134034,-0.108088727745376,-0.22455391407817962,-2.5842059058085565,-4.128064985800407
13,0.0,BAO KT,Max,-93.23463617634633,0.4084116773211989,0.2722353620105691,0.6328500531781938,3.5142312115730396,5.1237924458706825
13,12.87410714285715,BAO KT,Max,-93.23463617634633,0.4084116773211989,0.2722353620105691,0.6328500531781938,0.23786999064339054,0.3305051348185676
13,25.7482142857143,BAO KT,Max,-93.23463617634633,0.4084116773211989,0.2722353620105691,0.6328500531781938,1.9137303334932685,3.1421502718873624
13,0.0,BAO KT,Min,-197.83466273562095,-0.21900088721758754,-0.13017293737373342,-0.2252693394599288,-1.4379903522064874,-2.496731500952631
13,12.87410714285715,BAO KT,Min,-197.83466273562095,-0.21900088721758754,-0.13017293737373342,-0.2252693394599288,0.006987358110436567,-0.14656964380527632
13,25.7482142857143,BAO KT,Min,-197.83466273562095,-0.21900088721758754,-0.13017293737373342,-0.2252693394599288,-3.4953432256240995,-5.39207893858355
14,0.0,BAO KT,Max,-55.06169372348635,0.3340015673883072,0.6883864404231292,0.6295900755897531,8.503518602058241,4.297600790352913
14,12.875713472382882,BAO KT,Max,-55.06169372348635,0.3340015673883072,0.6883864404231292,0.6295900755897531,0.05030929035480873,0.20627345988361767
14,25.751426944765765,BAO KT,Max,-55.06169372348635,0.3340015673883072,0.6883864404231292,0.6295900755897531,2.8973167872755496,2.6223987879155333
14,0.0,BAO KT,Min,-198.4645934211986,-0.1890689566329556,-0.22156116134453976,-0.22531145710586734,-2.841923787690775,-2.2463966363411094
14,12.875713472382882,BAO KT,Min,-198.4645934211986,-0.1890689566329556,-0.22156116134453976,-0.22531145710586734,-0.3599479631035402,-0.08112088873182417
14,25.751426944765765,BAO KT,Min,-198.4645934211986,-0.1890689566329556,-0.22156116134453976,-0.22531145710586734,-9.223414528265321,-4.303416171684339
15,0.0,BAO KT,Max,-22.924524128060966,0.14760704388719642,0.20556530191231487,0.6580355541915865,2.718668485289083,1.7115291266737014
15,12.875713472382879,BAO KT,Max,-22.924524128060966,0.14760704388719642,0.20556530191231487,0.6580355541915865,0.2531285332483614,0.08429418592060756
15,25.751426944765758,BAO KT,Max,-22.924524128060966,0.14760704388719642,0.20556530191231487,0.6580355541915865,8.18227620494944,4.791840994256814
15,0.0,BAO KT,Min,-181.4555739558387,-0.3719489753914925,-0.6272496671351362,-0.22662834365148998,-7.970297774409661,-4.786375872717683
15,12.875713472382879,BAO KT,Min,-181.4555739558387,-0.3719489753914925,-0.6272496671351362,-0.22662834365148998,-0.09982676537414412,-0.20804739327593044
15,25.751426944765758,BAO KT,Min,-181.4555739558387,-0.3719489753914925,-0.6272496671351362,-0.22662834365148998,-2.574931369284612,-2.08956288052027
16,0.0,BAO KT,Max,-25.593897022895007,0.17786301361426066,0.030650639501223535,0.6200092980689331,0.16472342396319173,2.155130303277666
16,12.875713472382888,BAO KT,Max,-25.593897022895007,0.17786301361426066,0.030650639501223535,0.6200092980689331,0.018070491537133093,0.08448892603176283
