joint,load_case,step_type,U1,U2,U3,R1,R2,R3
4,BAO KT,Max,0.005154200254707411,0.000661700262990438,-0.0023791805091580706,0.00020493812283389816,4.5588691261041204e-05,0.0001573139871666612
4,BAO KT,Min,-0.003952848457151304,-0.011900475844329735,-0.005076302059513135,-3.7327076485740694e-06,-0.00011851381583884433,-3.995827399123794e-05
6,BAO KT,Max,0.004328792015104904,0.0006616765495357405,-0.002323892545506586,0.00022127229442934262,2.8636194416330984e-06,0.00015694829313860406
6,BAO KT,Min,-0.003750758989044087,-0.011286730095177165,-0.004983500923184623,1.3486102305986985e-05,-0.00015214249019109596,-3.976973246269749e-05
8,BAO KT,Max,0.0035074769733194283,0.0006615334197358085,-0.0021514370416944205,0.00015552485550023934,-1.3724227935690912e-05,0.00015636538041002046
8,BAO KT,Min,-0.0036159754324388074,-0.01067423864611397,-0.004528113412104812,-9.822073688421979e-06,-0.00015181497028089923,-3.957827011658035e-05
10,BAO KT,Max,0.0026899290237297263,0.0006610773262279387,-0.0017884180189056038,0.00022312562508703044,1.7191432279679065e-05,0.00015606759708888457
10,BAO KT,Min,-0.003481928538098692,-0.010064031964594697,-0.003809843262971894,-5.1638540971591615e-05,-0.00010683489842005344,-3.9615992192595464e-05
12,BAO KT,Max,0.000941207144591003,0.0017451127855519105,-0.0014667870372469646,0.00012874520971967778,2.9713579022828448e-05,0.00015652714877275218
12,BAO KT,Min,-0.0032066941269729456,-0.008771266623269084,-0.003147744413945985,-7.71477066165802e-05,-9.466492850920866e-05,-4.118967730309432e-05
14,BAO KT,Max,1.6991045890156435e-05,0.0023879253974779017,-0.0013503784206971062,7.16479730236277e-05,1.0153613398327065e-05,0.00015788738532989435
14,BAO KT,Min,-0.004093117471907856,-0.008284938514147243,-0.002965033973168808,-1.5722149254351835e-05,-0.00011184787996085718,-4.289065857419118e-05
16,BAO KT,Max,-7.239479034920692e-05,0.0030332126486815394,-0.0010263163518030936,0.00018255705279588915,3.64489204557102e-05,0.00016130084946489422
16,BAO KT,Min,-0.004988085611748348,-0.0083189201875307,-0.0024123259912695837,-3.265544983495783e-05,-8.9044577287025e-05,-4.630750425574133e-05
18,BAO KT,Max,0.005154149866001563,0.0007487723097949123,-0.0023941747124321907,0.00025215429033409003,1.454006770445944e-05,0.0001576752163971503
18,BAO KT,Min,-0.003356102794002424,-0.011139287367968688,-0.0051402230510804725,3.3626967601686606e-05,-0.00010273250105922405,-4.011303793354586e-05
26,BAO KT,Max,0.00432839929244716,0.00074873474932092,-0.0021958359182013636,0.00025978950961475964,-3.352452833551201e-05,0.00015729495440210567
26,BAO KT,Min,-0.003153909550574486,-0.010525618201325117,-0.004728612532131997,3.392340452547333e-05,-0.00015952162003778244,-3.9950945348217014e-05
28,BAO KT,Max,0.0035072379578660736,0.0007487549478067859,-0.0019850420101088784,0.00014286375719476857,-4.4956745337935333e-05,0.00015693662652634593
28,BAO KT,Min,-0.003019292083923979,-0.009912904465176519,-0.004192577471344809,-1.291983346410979e-05,-0.00016338191419829843,-3.985522496458143e-05
30,BAO KT,Max,0.0026898702721899117,0.0007488802719885438,-0.001730674895939616,0.00017970801749211712,-2.504351166252716e-05,0.0001568152432701598
30,BAO KT,Min,-0.0028854173334343395,-0.009301327648004589,-0.003660945693020345,-8.661021981144326e-05,-0.00011900928464349462,-3.99609628769022e-05
32,BAO KT,Max,0.0009420249392421486,0.0016153876639793813,-0.0014279271133285035,0.00015342412345253047,-2.2560319304647366e-05,0.00015760933388997975
32,BAO KT,Min,-0.0026094017481082853,-0.008001137842330218,-0.003082333234602823,-4.8473251772687796e-05,-9.993516363755127e-05,-4.142770977657937e-05
34,BAO KT,Max,1.6893684483569744e-05,0.002249120728606451,-0.0012599527937121242,6.733756754865733e-05,-3.263524837386837e-05,0.00015896642911555244
34,BAO KT,Min,-0.00349627900119941,-0.007478302477164366,-0.0027813788011337866,-1.8358061515961083e-05,-0.00011693864576671671,-4.2923464466645126e-05
36,BAO KT,Max,-7.258913260093291e-05,0.0028806193177572338,-0.0010415773685252384,0.00015674843986581875,-1.3190091517109015e-05,0.00016197177415435202
36,BAO KT,Min,-0.004392875405206224,-0.007485917721870967,-0.0023584306855016874,-6.937698673704108e-05,-8.964862979335621e-05,-4.5477125147900396e-05
38,BAO KT,Max,-0.00015513153662522408,0.0037052038223776536,-0.0004601522513039499,0.00033664646438151297,0.00010689957636967321,0.0001721527422826453
38,BAO KT,Min,-0.005992444092795729,-0.008473475371971614,-0.0014150335630471733,7.718604065711536e-05,-4.411395222000477e-05,-5.883146602234923e-05
40,BAO KT,Max,-0.0001552438974295312,0.0036524653751799432,-0.0005169595715634502,0.0003202869938208897,0.00010853771972325903,0.000176342117907711
40,BAO KT,Min,-0.005840488372852739,-0.008251568353232652,-0.0015636150922393637,8.495038392423598e-05,-3.533081452750503e-05,-5.678993221582945e-05
