joint,load_case,step_type,U1,U2,U3,R1,R2,R3
4,BAO KT,Max,0.006591981835960289,0.0014488804438894602,-0.0026740906586544305,0.00022217360929355614,4.038369294438891e-05,0.00021569924054628701
4,BAO KT,Min,-0.0037801097347336236,-0.014255987180614703,-0.005700260414857982,-4.964942360292866e-06,-0.00013247707106275644,-6.038339332579653e-05
6,BAO KT,Max,0.005460391924609,0.0014488449211737615,-0.0026385135105664688,0.0002383528771404327,-9.703232036038231e-06,0.00021523888623835161
6,BAO KT,Min,-0.0035585909754792767,-0.013642337716527154,-0.00561328919012993,1.0513450135382745e-05,-0.00017194442126694894,-6.020199859907902e-05
8,BAO KT,Max,0.004333754951407498,0.0019929535045805796,-0.002417134517827993,0.00017965931495289345,-3.096317689106854e-05,0.00021458029030230874
8,BAO KT,Min,-0.003349614952069868,-0.013030324657527657,-0.005145103549604902,-6.726358162619186e-06,-0.00017563135572252732,-6.0044052711426976e-05
10,BAO KT,Max,0.003211305822062673,0.002547149177484489,-0.0019654012904292612,0.00025984365773290834,-9.446524574069323e-06,0.0002143341878178416
10,BAO KT,Min,-0.003141214181944519,-0.012421301316460118,-0.0043419294548791626,-3.858570307221952e-05,-0.00014864803729329072,-6.009954855623679e-05
12,BAO KT,Max,0.0008073349878900992,0.0037457414711413,-0.0017096771393878617,0.00010861822243021964,-7.39180267642505e-06,0.0002150854365940841
12,BAO KT,Min,-0.003371064692783739,-0.011134785663185121,-0.0037872340697236,-0.00012980598930210273,-0.00014044620867015807,-6.169422730161172e-05
14,BAO KT,Max,-6.54060728160766e-05,0.004390579497269709,-0.0016952028643494397,5.939005192220559e-05,-1.9679979452137917e-05,0.00021683285883031475
14,BAO KT,Min,-0.004599304186900109,-0.010923073542439779,-0.003758038146528665,-2.9903740240947276e-05,-0.00015493285613086275,-6.338490519036094e-05
16,BAO KT,Max,-0.0001708142741741746,0.0050381265982396796,-0.0013395039132669958,0.00022973503509405216,9.171941491895914e-06,0.00022119715929952205
16,BAO KT,Min,-0.005840397366201757,-0.010964103538506147,-0.00311749005316134,-3.3994352029177496e-05,-0.00013981472244979317,-6.686038202847196e-05
18,BAO KT,Max,0.006591815091223057,0.001551758134868933,-0.002667884007063217,0.0002767978693389976,1.2029599599785258e-05,0.00021613827517509365
18,BAO KT,Min,-0.003183306797269747,-0.013205789269953506,-0.005738436239907415,3.475901446870083e-05,-0.0001168427140969982,-6.053847009460628e-05
26,BAO KT,Max,0.0054598484914317414,0.0015517208281625675,-0.0024619620510265687,0.0002809639854812912,-4.1657150830702126e-05,0.00021567585113066397
26,BAO KT,Min,-0.002961739864930509,-0.01259213171686646,-0.005271814881596868,3.562868247381688e-05,-0.00018251069907881224,-6.038483980434185e-05
28,BAO KT,Max,0.004333393581212934,0.0017879882115736955,-0.002203147392102669,0.00016877629574887833,-5.489553222337263e-05,0.00021529376955118027
28,BAO KT,Min,-0.002752906828498895,-0.011979510130186164,-0.004671466436983467,-4.689059007225869e-06,-0.00019170564614428225,-6.03214375668865e-05
30,BAO KT,Max,0.0032111182166757158,0.0023417437581503145,-0.0018541763850848385,0.00022148430622500746,-3.3787278023895275e-05,0.0002152539763703215
30,BAO KT,Min,-0.0025446094044288977,-0.011368045505420374,-0.003973417544515393,-6.291920767221699e-05,-0.0001544716696408625,-6.045869493138178e-05
32,BAO KT,Max,0.000808339133625346,0.0035318773594573655,-0.0016051582941122111,0.00012717917326042114,-3.4799645596668054e-05,0.00021641749064544533
32,BAO KT,Min,-0.0027733613221117143,-0.010070790189790818,-0.0034765055065466813,-9.987781219913853e-05,-0.00014375389954838366,-6.196690233764271e-05
34,BAO KT,Max,-6.552618720382842e-05,0.004167262879907383,-0.0015316477750807343,5.8984882072738584e-05,-4.8575359383801494e-05,0.00021818160303136282
34,BAO KT,Min,-0.004001982482658646,-0.009814966986035904,-0.0033659282755628883,-3.466648438011836e-05,-0.00016411024868463696,-6.351530456942981e-05
36,BAO KT,Max,-0.00017105082082844814,0.0048001894004731935,-0.001298898928738967,0.00020671185602944443,-2.66371059576788e-05,0.00022203178770318412
36,BAO KT,Min,-0.005244501537865927,-0.009823620243843879,-0.0028791015055222155,-6.148208566967802e-05,-0.0001372718711136841,-6.622931142945542e-05
38,BAO KT,Max,-0.00027763432209192926,0.0057240722403702725,-0.0006113910998003949,0.0003663174017592242,8.566259763174408e-05,0.00023621965140732944
38,BAO KT,Min,-0.007203823008444622,-0.011168537396980493,-0.001973958782446465,8.276723760070779e-05,-9.90246259705974e-05,-8.049318483675804e-05
40,BAO KT,Max,-0.0002776502660578098,0.005648206932111635,-0.0006761226930433455,0.00035880022633160693,8.520931200106207e-05,0.00024031314934789739
40,BAO KT,Min,-0.007050680949431124,-0.010863170243378848,-0.0020520325919549678,8.390857654095069e-05,-0.00010000542662293123,-7.852495795373452e-05
42,BAO KT,Max,-0.00027735364117280044,0.005460720670641926,-0.0006625020044076451,0.0003550141650731564,3.299847728704567e-05,0.00023127559940917046
42,BAO KT,Min,-0.0065998389014324775,-0.009964195885541276,-0.0021206382962570478,7.870971064684487e-05,-7.254276564588446e-05,-6.889919583209423e-05
44,BAO KT,Max,-0.0002774640022256449,0.0053984695589988614,-0.000630685183264415,0.0003449280992294756,2.6615611386467232e-05,0.0002251740379947501
44,BAO KT,Min,-0.006445798009625733,-0.009676026575350022,-0.0021115341160584844,7.577997748599004e-05,-6.246921074455939e-05,-6.706317786872915e-05
46,BAO KT,Max,0.002089596744771955,0.0031291588629842404,-0.0015457357630914406,6.190944873088718e-05,1.6106505101442834e-05,0.00021445252751360017
46,BAO KT,Min,-0.0030078355798761882,-0.011950019335024705,-0.0036704126106047656,-7.244571713116526e-06,-0.00010569038351305329,-6.132979277334023e-05
49,BAO KT,Max,0.0020897326791298916,0.003072960738680434,-0.0015477637032640028,6.0492659237510395e-05,1.5069077292206195e-05,0.00021645595612583467
49,BAO KT,Min,-0.0028558508037846023,-0.011682430603723643,-0.0036938452551869114,-7.188958050608111e-06,-0.00010822684648199774,-6.134307434319752e-05
51,BAO KT,Max,0.0020906721161877964,0.0029252955390011255,-0.0015524001921822846,5.360402555546872e-05,-9.159341386386298e-07,0.0002161796300311485
51,BAO KT,Min,-0.002411222749568561,-0.01089013570309157,-0.003650126355133994,-7.388124398261533e-06,-9.71938174779941e-05,-6.157231805300472e-05
53,BAO KT,Max,0.0020904777370564075,0.00286658160209067,-0.0015425496878153009,5.243605272895692e-05,-2.0401338701938503e-06,0.00021643518291229288
53,BAO KT,Min,-0.0022592854760010053,-0.010623200327426884,-0.003583249726145563,-6.944111312546816e-06,-9.657973688769337e-05,-6.179190526218488e-05
55,BAO KT,Max,0.006590596436439905,0.001654953589791874,-0.0026549709404972803,0.00033142724749521597,2.2195045066782175e-05,0.0002164611415221774
55,BAO KT,Min,-0.002586173105130225,-0.01215224838962949,-0.0057584392131243434,6.684164195927383e-05,-7.654569800613657e-05,-6.0696934438617355e-05
57,BAO KT,Max,0.005357533008352202,0.0016548600693868385,-0.002233065445115533,0.0003035828555162673,2.3798615165695508e-05,0.00021717367371340454
57,BAO KT,Min,-0.002347908541046359,-0.011485478184664456,-0.0048282216263003,5.4707113084674955e-05,-8.487099278669144e-05,-5.933468252727362e-05
59,BAO KT,Max,0.004232062534499516,0.0016549065564661417,-0.0019434933157715028,0.0001564286495880283,1.9288470317993656e-05,0.0002164273837880055
59,BAO KT,Min,-0.0021392682473718944,-0.010871733553285497,-0.004138222869128751,-4.371137607301509e-06,-8.081890132273547e-05,-5.9312978398290476e-05
61,BAO KT,Max,0.00311043259056736,0.002181811155337632,-0.0016839178804193024,0.00016514872963242257,1.5218440368823511e-05,0.00021614012637276336
61,BAO KT,Min,-0.001931043721447852,-0.010258429430682255,-0.003550795076394983,-6.729118256297437e-05,-7.153383138264865e-05,-5.942003515980948e-05
63,BAO KT,Max,0.0007096227882699534,0.0033671951077127054,-0.001431498331524358,0.00011661317030872943,1.1813070508016538e-05,0.00021734103926521084
63,BAO KT,Min,-0.0022703586211000265,-0.008953703109575207,-0.0030898781265209724,-5.6633412304185725e-05,-7.691489163298904e-05,-6.0897119783672025e-05
65,BAO KT,Max,-7.630044425997257e-05,0.003998699238998994,-0.0012928916766453261,5.7821877995802284e-05,1.0999374210793225e-05,0.00021904062377377172
