frame,station,load_case,step_type,P,V2,V3,T,M2,M3
1,0.0,BAO KT,Max,-94.52378040986622,0.19248118975825357,0.9031467081366709,0.618566959015204,6.6949545236634105,0.9358900883889004
1,7.630974235114245,BAO KT,Max,-94.52378040986622,0.19248118975825357,0.9031467081366709,0.618566959015204,0.11149028679069162,-0.07396648486550816
1,15.26194847022849,BAO KT,Max,-94.52378040986622,0.19248118975825357,0.9031467081366709,0.618566959015204,15.940493655623811,6.061876089935527
1,0.0,BAO KT,Min,-209.4567226265885,-0.8144141148390893,-2.074309633492838,-0.18060041679821687,-15.717513082042428,-6.367670164165401
1,7.630974235114245,BAO KT,Min,-209.4567226265885,-0.8144141148390893,-2.074309633492838,-0.18060041679821687,-0.22357988242358307,-0.5791381517083417
1,15.26194847022849,BAO KT,Min,-209.4567226265885,-0.8144141148390893,-2.074309633492838,-0.18060041679821687,-7.08882399697495,-2.0017479111898373
2,0.0,BAO KT,Max,-85.37260343262467,0.2065575949091372,0.8547090220070132,0.622464500343043,6.342054884974868,0.9868914472943131
2,7.630974235114245,BAO KT,Max,-85.37260343262467,0.2065575949091372,0.8547090220070132,0.622464500343043,0.12928563167833645,-0.18223970190061983
2,15.26194847022849,BAO KT,Max,-85.37260343262467,0.2065575949091372,0.8547090220070132,0.622464500343043,14.326758339509915,4.928490897265392
2,0.0,BAO KT,Min,-187.61903671078863,-0.6746411610848718,-1.8632588168818762,-0.18097462445654308,-14.110201710440183,-5.36784773910704
2,7.630974235114245,BAO KT,Min,-187.61903671078863,-0.6746411610848718,-1.8632588168818762,-0.18097462445654308,-0.22189615010915759,-0.6137145711432997
2,15.26194847022849,BAO KT,Min,-187.61903671078863,-0.6746411610848718,-1.8632588168818762,-0.18097462445654308,-6.702470165935555,-2.1655799223432695
3,0.0,BAO KT,Max,-88.31775278626941,-0.09631239516580692,0.7753606780251441,0.6187432370020088,5.736450621416174,-0.5035669040292112
3,7.630974235114245,BAO KT,Max,-88.31775278626941,-0.09631239516580692,0.7753606780251441,0.6187432370020088,0.13625557253019216,0.6248181562759046
3,15.26194847022849,BAO KT,Max,-88.31775278626941,-0.09631239516580692,0.7753606780251441,0.6187432370020088,11.154696335467667,4.961916283367522
3,0.0,BAO KT,Min,-193.94892902459415,-0.6206030198621493,-1.4478031084013219,-0.17521319050946216,-10.941600099989936,-4.5096950262367885
3,7.630974235114245,BAO KT,Min,-193.94892902459415,-0.6206030198621493,-1.4478031084013219,-0.17521319050946216,-0.2337699231737163,0.22611062856536676
3,15.26194847022849,BAO KT,Min,-193.94892902459415,-0.6206030198621493,-1.4478031084013219,-0.17521319050946216,-6.097064092444997,0.9663479080356177
4,0.0,BAO KT,Max,-101.39566733987579,0.06611792270745553,0.7400321524012017,0.6185774728018182,5.459835587917958,0.6086314609833878
4,7.630974235114245,BAO KT,Max,-101.39566733987579,0.06611792270745553,0.7400321524012017,0.6185774728018182,0.141698417964789,0.23606645192798206
4,15.26194847022849,BAO KT,Max,-101.39566733987579,0.06611792270745553,0.7400321524012017,0.6185774728018182,9.603061971419315,3.605101930504185
4,0.0,BAO KT,Min,-221.6667736261308,-0.4591176135060221,-1.2433658976436543,-0.1734556281842703,-9.373124288057527,-3.401927428599004
4,7.630974235114245,BAO KT,Min,-221.6667736261308,-0.4591176135060221,-1.2433658976436543,-0.1734556281842703,-0.23862640550258482,0.09549460261334054
4,15.26194847022849,BAO KT,Min,-221.6667736261308,-0.4591176135060221,-1.2433658976436543,-0.1734556281842703,-5.834496988341458,-0.4004568683363483
5,0.0,BAO KT,Max,-105.21811240744957,0.2798145904662817,0.7038841304012052,0.6154045816662523,5.179432078500198,1.9435748582389334
5,7.630974235114245,BAO KT,Max,-105.21811240744957,0.2798145904662817,0.7038841304012052,0.6154045816662523,0.1407556993600725,0.03584328794543577
5,15.26194847022849,BAO KT,Max,-105.21811240744957,0.2798145904662817,0.7038841304012052,0.6154045816662523,8.037429409928295,2.395023942354234
5,0.0,BAO KT,Min,-229.67172960447556,-0.31203351653119127,-1.0378397476708825,-0.17295229841605042,-7.802027339379652,-2.3672155079289965
5,7.630974235114245,BAO KT,Min,-229.67172960447556,-0.31203351653119127,-1.0378397476708825,-0.17295229841605042,-0.23946894771444996,-0.1935673602591413
5,15.26194847022849,BAO KT,Min,-229.67172960447556,-0.31203351653119127,-1.0378397476708825,-0.17295229841605042,-5.5632112486945875,-2.3269410026755466
