joint,load_case,step_type,U1,U2,U3,R1,R2,R3
4,BAO KT,Max,0.00651742737184241,0.0014422823508501636,-0.002665217951555011,0.0002215714630867551,4.036620982430518e-05,0.00021285259939422032
4,BAO KT,Min,-0.0037922523930359517,-0.014119753713990992,-0.005680807017398155,-4.967962533482751e-06,-0.00013220235594275286,-5.947630200792771e-05
6,BAO KT,Max,0.005400782739775632,0.0014422471294340679,-0.0026289476167838336,0.0002378564331248334,-9.60090230029194e-06,0.000212393520480195
6,BAO KT,Min,-0.0035714383020279544,-0.013506103454940539,-0.005593845346595281,1.0690538035660996e-05,-0.0001716076538520144,-5.9294809618886925e-05
8,BAO KT,Max,0.004289076087027126,0.0019382792239128676,-0.0024085206915018726,0.00017923301885466904,-3.081286725520015e-05,0.00021173661228795652
8,BAO KT,Min,-0.0033657189825901045,-0.012894084747858777,-0.005125068894123487,-6.376332744172315e-06,-0.00017528851097952996,-5.913562638429999e-05
10,BAO KT,Max,0.0031815473326016054,0.002492469823265228,-0.0019578572523678414,0.000259418629427219,-9.313992869435983e-06,0.00021149047183920637
10,BAO KT,Min,-0.00316058051694102,-0.012285045430390079,-0.004320903711657968,-3.8128125604892865e-05,-0.0001479760898834235,-5.919001205344092e-05
12,BAO KT,Max,0.0008096219608276194,0.0036910375092784223,-0.0017008833883419621,0.0001083272088349703,-7.133903340015423e-06,0.00021223125703599647
12,BAO KT,Min,-0.003369008395465888,-0.010998435573519582,-0.0037640657147866487,-0.00012898395317833058,-0.00013964338497736222,-6.078212658935966e-05
14,BAO KT,Max,-6.29830054768888e-05,0.004335854126383215,-0.001685022299822184,5.9492563200929624e-05,-1.9681805571732876e-05,0.00021397351834879716
14,BAO KT,Min,-0.004580921036067965,-0.010776758533155897,-0.0037338672548123376,-2.9666546297840874e-05,-0.0001541033688679667,-6.247295629740196e-05
16,BAO KT,Max,-0.00016698533861634132,0.004983374403694134,-0.0013305835457836153,0.00022839268015687657,9.146944432606417e-06,0.0002183280074032764
16,BAO KT,Min,-0.005805613322681777,-0.010817700368392575,-0.003094656538845156,-3.3785439009649674e-05,-0.0001389518344377519,-6.594662160240862e-05
18,BAO KT,Max,0.006517261285846461,0.0015438882377120245,-0.0026592405619553523,0.00027609465814004415,1.1984311784995446e-05,0.00021329044017093896
18,BAO KT,Min,-0.0031954516241836047,-0.013083381377201683,-0.005718580503501685,3.480607872690697e-05,-0.00011653047684002776,-5.9631196111770044e-05
26,BAO KT,Max,0.005400241859923843,0.0015438511696649923,-0.0024529774428181422,0.00028042792644482334,-4.159987219137445e-05,0.00021282920991389903
26,BAO KT,Min,-0.0029745871971924246,-0.012469723719179229,-0.0052529930894595935,3.574155283673487e-05,-0.0001821160088588107,-5.9477437180939934e-05
28,BAO KT,Max,0.004288716693897376,0.001736588473992402,-0.002194744889797525,0.00016839165140218593,-5.486274352418335e-05,0.00021244801191612475
28,BAO KT,Min,-0.00276901144729854,-0.011857100610736474,-0.004653083146531424,-4.376057376516119e-06,-0.00019117285499699029,-5.9412827315778615e-05
30,BAO KT,Max,0.00318136198425748,0.0022903448085930113,-0.0018462986740893407,0.00022121084602921788,-3.3835119020776474e-05,0.00021240751521460163
30,BAO KT,Min,-0.002563977981882796,-0.01124563303470975,-0.003954773183424288,-6.245763086546045e-05,-0.00015382971221093492,-5.954878597967945e-05
32,BAO KT,Max,0.0008106204302616871,0.0034804624656146065,-0.001596205899546929,0.00012682658621309125,-3.48183534978044e-05,0.0002135624617229994
32,BAO KT,Min,-0.002771313658251795,-0.00994833039670173,-0.003456147941188505,-9.926540142901502e-05,-0.00014298996350966796,-6.105497542638672e-05
34,BAO KT,Max,-6.310468585479433e-05,0.004115831379217082,-0.001521889411892726,5.904453742131251e-05,-4.8492319011513924e-05,0.00021532174850993495
34,BAO KT,Min,-0.003983609898255194,-0.009682974205604718,-0.0033445791033537356,-3.440172492363841e-05,-0.00016330383805239411,-6.260240150632907e-05
36,BAO KT,Max,-0.0001672242586386135,0.004748749934543911,-0.0012898008021722145,0.00020577162191923363,-2.664429001191627e-05,0.00021916362428966332
36,BAO KT,Min,-0.00520973200007062,-0.00969158832168283,-0.0028589847232943833,-6.125645484547046e-05,-0.00013649373021990164,-6.53133306199414e-05
38,BAO KT,Max,-0.0002723917069451543,0.005668851638347926,-0.000607341489110313,0.00036482428073360593,8.549012621116513e-05,0.00023331788881043376
38,BAO KT,Min,-0.0071524937265039085,-0.011020197243897285,-0.001957045195459453,8.294489437867275e-05,-9.821234357595694e-05,-7.955900040814501e-05
40,BAO KT,Max,-0.00027240810153951743,0.005593869860702027,-0.0006716038356143631,0.0003573009247489293,8.506583904349713e-05,0.0002374179969256037
40,BAO KT,Min,-0.006999364327714152,-0.010718547639210433,-0.002035686459204657,8.412829443394407e-05,-9.918587257401414e-05,-7.759421622939655e-05
42,BAO KT,Max,-0.00027211481371203043,0.005408866980168653,-0.0006548893841389089,0.0003535517068729018,3.2722991301659854e-05,0.00022839727431114577
42,BAO KT,Min,-0.006548557906057802,-0.009830315359765642,-0.002106041957605578,7.8971841523402e-05,-7.186863427714803e-05,-6.796522523971101e-05
44,BAO KT,Max,-0.00027222642536384135,0.005347478805814834,-0.0006234955032646545,0.00034340746281997364,2.6396903765558897e-05,0.0002223014832721088
44,BAO KT,Min,-0.006394538220244499,-0.009545823072327335,-0.0020970516414577363,7.608587253742881e-05,-6.188881867369761e-05,-6.613997755970397e-05
46,BAO KT,Max,0.0020747668114111857,0.0030740540978801013,-0.0015388680579974117,6.208322895025255e-05,1.629461505295489e-05,0.00021159867069123293
46,BAO KT,Min,-0.0030304638781998416,-0.011811966742757479,-0.0036496285237131434,-6.85463104213632e-06,-0.00010488701260909756,-6.04171593581048e-05
49,BAO KT,Max,0.0020749019089263522,0.0030186962513230687,-0.0015406254843725576,6.066227949747336e-05,1.525556454257049e-05,0.0002136007125358888
49,BAO KT,Min,-0.0028784796783086803,-0.011547916666918961,-0.0036733494111112213,-6.800569270997555e-06,-0.00010740669142183956,-6.0432865343755263e-05
51,BAO KT,Max,0.002075840790500655,0.00287348611898967,-0.001544413974028761,5.374519818854003e-05,-1.0676909709006692e-06,0.0002133263323741242
51,BAO KT,Min,-0.0024338567177135933,-0.010765958069195463,-0.0036304887314506915,-7.0141565994338675e-06,-9.642599455445008e-05,-6.065878101866129e-05
53,BAO KT,Max,0.0020756469165403866,0.002815605816480899,-0.0015344358690441472,5.257392590781503e-05,-2.1738762077389094e-06,0.00021358452956750812
53,BAO KT,Min,-0.002281922179515488,-0.010502553241821182,-0.0035638393959110575,-6.569231421658906e-06,-9.591242484344651e-05,-6.088444168448963e-05
55,BAO KT,Max,0.006516045528263417,0.0016458112323807996,-0.0026463285707392587,0.0003306682889675539,2.209036954795814e-05,0.00021361225197489366
55,BAO KT,Min,-0.002598323287097224,-0.012043677060442117,-0.005738256034584088,6.685874509169258e-05,-7.64246458192131e-05,-5.979109842579488e-05
57,BAO KT,Max,0.005299216597981054,0.001645717888541059,-0.002224250142304625,0.0003029628351638473,2.370063179817458e-05,0.00021432762165845897
57,BAO KT,Min,-0.0023610315950914826,-0.011376906125434537,-0.004809611865216563,5.478893491938101e-05,-8.476812568722002e-05,-5.8426792791719425e-05
59,BAO KT,Max,0.004188673221467089,0.00164576481210334,-0.001935197484979937,0.00015609108661944433,1.9229885871067283e-05,0.00021358285766800433
59,BAO KT,Min,-0.002155650481889099,-0.010763163500374456,-0.004120467829385884,-4.067770176777889e-06,-8.073496510508748e-05,-5.840348210272256e-05
61,BAO KT,Max,0.0030819632968210934,0.0021336874787124174,-0.0016758553446084778,0.00016500246575367616,1.5128304792093277e-05,0.00021329510832985925
61,BAO KT,Min,-0.001950692355066742,-0.010149864207758203,-0.0035331325709800393,-6.68282513001211e-05,-7.131263583700192e-05,-5.850864344503048e-05
63,BAO KT,Max,0.0007128984326635771,0.0033190607691500843,-0.0014224686918987476,0.00011623404117000051,1.1711533706364309e-05,0.0002144871266986754
63,BAO KT,Min,-0.0022670982972515367,-0.008845119196054095,-0.0030706712264017212,-5.617461763291852e-05,-7.667176155571167e-05,-5.9985938258171693e-05
65,BAO KT,Max,-7.377542686455468e-05,0.003950555545854932,-0.0012834739281373851,5.7869498538076616e-05,1.0887937541509104e-05,0.0002161824196191601
65,BAO KT,Min,-0.003480605256052254,-0.008596626712065377,-0.0028338397028639015,-3.6378771638118185e-05,-7.920277207044906e-05,-6.133786995314243e-05
68,BAO KT,Max,-0.00017822086749529395,0.004580487251324687,-0.0010544226853063218,0.00016981664773924678,1.0932569462520392e-05,0.0002191665976144804
68,BAO KT,Min,-0.004708260686808799,-0.008600348049165343,-0.002417867207122615,-6.381664307607809e-05,-6.884772804521924e-05,-6.327065537428889e-05
70,BAO KT,Max,6.491304284963724e-05,0.005191510124787026,-0.0005396212377100534,0.0003247791212341853,1.24599757294635e-05,0.00021325649910300057
70,BAO KT,Min,-0.005943375098414697,-0.008731653719886956,-0.0019403885662155095,5.331631599162925e-05,-4.858127939393641e-05,-6.213283864333648e-05
81,BAO KT,Max,0.0002125522332394889,0.0051358800549775405,-0.0005662668796643374,0.0003200239749649359,1.782056551424779e-05,0.0002089201637469879
81,BAO KT,Min,-0.005789463050251898,-0.008466136005999006,-0.0018941528147708218,5.374172668570896e-05,-1.5759921689707076e-05,-6.146790843048673e-05
83,BAO KT,Max,0.002075621645977511,0.0026675041155647815,-0.0015257275909358178,4.7426243174854456e-05,6.431203266658598e-06,0.00021330429366239688
83,BAO KT,Min,-0.0018374047095990607,-0.009720473515663075,-0.0033398947475722016,-5.336193496422103e-06,-6.209233517032379e-05,-6.067674088274722e-05
85,BAO KT,Max,0.002075170822842245,0.002609834525826687,-0.0015309571175762715,4.772545014322473e-05,2.0767213793138815e-05,0.00021335902789167946
85,BAO KT,Min,-0.0016855263728768998,-0.009457043999886217,-0.003300996071088552,-4.932318341851286e-06,-3.087246711478537e-05,-6.0590568499666926e-05
87,BAO KT,Max,-0.0001566825157210744,0.004486447789422466,-0.0010959292353991748,0.0001646069285377763,1.1204618442813399e-05,0.0002159911466953587
87,BAO KT,Min,-0.00451945469602809,-0.00859967121054224,-0.002449537361887461,-4.721237150557237e-05,-7.247934182196243e-05,-6.178027353414234e-05
89,BAO KT,Max,-5.2716360996126466e-05,0.003856291372999629,-0.001306257432988128,6.456250191797834e-05,1.1555653595103187e-05,0.0002143825604393209
89,BAO KT,Min,-0.0032942241971569692,-0.008595342485063422,-0.002884124204274934,-2.171456196235336e-05,-7.901246995050513e-05,-6.042002993575126e-05
91,BAO KT,Max,0.0009089793320985922,0.0032245588984027816,-0.001434834927988299,0.00013207709005090893,1.2157953801691003e-05,0.00021346333919837728
91,BAO KT,Min,-0.0020820631061760526,-0.008948818873802365,-0.003083739821911084,-5.358323862400229e-05,-7.427002040217771e-05,-5.9482273049746405e-05
93,BAO KT,Max,0.0032778583647603316,0.002039296717121341,-0.0017127548547949114,0.00017743901296249988,1.6029822098817077e-05,0.00021287656402530893
93,BAO KT,Min,-0.001983269852863448,-0.010254805947241152,-0.003630495896819882,-5.471531325203004e-05,-7.346569415708885e-05,-5.8434864193527886e-05
95,BAO KT,Max,0.004385255127175997,0.0016459189648909715,-0.001982084671813166,0.00015945495081447076,2.0654390678139388e-05,0.00021339722954819582
95,BAO KT,Min,-0.00218809825525794,-0.010868177684294128,-0.0042346171296435905,1.0268304977016313e-05,-8.176852106823398e-05,-5.840527440748993e-05
98,BAO KT,Max,0.005496981684386747,0.0016458888089403744,-0.0022807988913563838,0.0003340299841005289,2.4133629939407218e-05,0.00021446604741137676
98,BAO KT,Min,-0.002393396269215685,-0.011481986080285474,-0.004958950865935072,6.66131580523244e-05,-8.440569899147655e-05,-5.850847427221586e-05
100,BAO KT,Max,0.006512958596274263,0.0017476127515184583,-0.002742315711056958,0.0002832370020993548,9.288754381378596e-05,0.00021359451198506093
100,BAO KT,Min,-0.002000711332000187,-0.011003179263518691,-0.005954138270391833,3.336400673959746e-05,2.534895122516352e-05,-5.957020834557184e-05
102,BAO KT,Max,0.005396668533300609,0.0017477410919862165,-0.0025422393301894703,0.00029047798786780576,0.00016338688012028103,0.00021298136304468372
102,BAO KT,Min,-0.0017812554822408436,-0.01038861007088666,-0.005491725420625794,3.538913557193807e-05,6.359125548972025e-05,-5.9384718905311176e-05
104,BAO KT,Max,0.004286029918190768,0.0017478533564850925,-0.0022761395143485455,0.00017521847063600363,0.00017697593040079878,0.00021260152101993483
104,BAO KT,Min,-0.001576168200826962,-0.009774186848783872,-0.004849817097073748,-2.443280448287413e-08,7.222094410835554e-05,-5.930567205783006e-05
106,BAO KT,Max,0.0031790448132252846,0.0018837469530872477,-0.0019254618451149817,0.00022931242291757711,0.00013495990788184436,0.00021243253520393946
106,BAO KT,Min,-0.0013713375148317391,-0.009159813906008845,-0.004055737112181171,-4.411667006231056e-05,5.0677118737849817e-05,-5.9355402674153695e-05
108,BAO KT,Max,0.0008094233373831119,0.0030679261458172323,-0.0016534226856366667,0.0001129865615629926,0.00013792404426807926,0.00021312877747334556
108,BAO KT,Min,-0.0015819242679240776,-0.007851437447147586,-0.00354455272753705,-0.00010051408184010921,4.799939410874051e-05,-6.010085856421548e-05
110,BAO KT,Max,-3.517736075747376e-05,0.0036995595006616613,-0.001574390933897873,6.2204039907938e-05,0.00016625840056981643,0.00021403449609824586
110,BAO KT,Min,-0.0027950665626830565,-0.007520599263568999,-0.00345741853548379,-3.6256362479311554e-05,6.0165971618330786e-05,-6.060941711810086e-05
115,BAO KT,Max,0.00033958563803562596,0.004330586662022307,-0.0012837227208872361,0.0002191040167124863,0.00013010872702744048,0.00021540298456951802
115,BAO KT,Min,-0.004019256117010431,-0.007534166824257527,-0.0029381964241352856,-4.492129854424048e-05,4.357809775251211e-05,-6.110073846125011e-05
117,BAO KT,Max,0.0006453415280202675,0.004988575535053956,-0.0006102272128614294,0.00034202752941516054,6.419369194681644e-05,0.00021262533031403757
