iteration,run01,run02,run03,run04,run05,run06,run07,run08,run09,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20
42,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
43,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
44,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
45,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
46,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
47,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
48,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
49,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
50,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
51,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
52,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
53,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
54,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
55,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
56,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
57,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
58,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
59,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
60,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
61,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
62,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
63,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
64,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
65,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
66,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
67,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
68,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
69,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
70,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
71,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
72,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
73,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
74,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
75,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
76,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
77,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
78,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
79,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
80,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
81,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
82,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
83,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
84,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
