 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Bai 6 MOSFOA - SONG SONG] Np=20 Max_it=100 Nr=100 Num_work=8 (FE uoc tinh=2020)
ERROR: The process "SAP2000.exe" not found. 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to parallel pool with 8 workers.
KHOI TAO SEED MOI cho run nay: 514504181 (da luu, xem ket qua .mat truong rngSeedUsed).
Vong lap 26/100 - Repository: 30 - FE luy ke: 540 - Thoi gian: 90.9 phut
Vong lap 27/100 - Repository: 33 - FE luy ke: 560 - Thoi gian: 94.4 phut
Vong lap 28/100 - Repository: 33 - FE luy ke: 580 - Thoi gian: 98.0 phut
Vong lap 29/100 - Repository: 35 - FE luy ke: 600 - Thoi gian: 101.4 phut
Vong lap 30/100 - Repository: 38 - FE luy ke: 620 - Thoi gian: 105.0 phut
Vong lap 31/100 - Repository: 38 - FE luy ke: 640 - Thoi gian: 108.4 phut
Vong lap 32/100 - Repository: 39 - FE luy ke: 660 - Thoi gian: 111.8 phut
Vong lap 33/100 - Repository: 40 - FE luy ke: 680 - Thoi gian: 115.4 phut
Vong lap 34/100 - Repository: 40 - FE luy ke: 700 - Thoi gian: 119.0 phut
Vong lap 35/100 - Repository: 40 - FE luy ke: 720 - Thoi gian: 122.6 phut
Vong lap 36/100 - Repository: 40 - FE luy ke: 740 - Thoi gian: 126.2 phut
Vong lap 37/100 - Repository: 40 - FE luy ke: 760 - Thoi gian: 129.5 phut
Vong lap 38/100 - Repository: 41 - FE luy ke: 780 - Thoi gian: 132.8 phut
Vong lap 39/100 - Repository: 41 - FE luy ke: 800 - Thoi gian: 136.2 phut
Vong lap 40/100 - Repository: 41 - FE luy ke: 820 - Thoi gian: 139.7 phut
Vong lap 41/100 - Repository: 41 - FE luy ke: 840 - Thoi gian: 143.1 phut
Vong lap 42/100 - Repository: 41 - FE luy ke: 860 - Thoi gian: 146.6 phut
Vong lap 43/100 - Repository: 46 - FE luy ke: 880 - Thoi gian: 149.9 phut
Vong lap 44/100 - Repository: 47 - FE luy ke: 900 - Thoi gian: 153.2 phut
Vong lap 45/100 - Repository: 50 - FE luy ke: 920 - Thoi gian: 156.6 phut
Vong lap 46/100 - Repository: 50 - FE luy ke: 940 - Thoi gian: 160.1 phut
Vong lap 47/100 - Repository: 52 - FE luy ke: 960 - Thoi gian: 163.5 phut
Vong lap 48/100 - Repository: 53 - FE luy ke: 980 - Thoi gian: 167.1 phut
Vong lap 49/100 - Repository: 55 - FE luy ke: 1000 - Thoi gian: 170.4 phut
Vong lap 50/100 - Repository: 57 - FE luy ke: 1020 - Thoi gian: 174.0 phut
Vong lap 51/100 - Repository: 58 - FE luy ke: 1040 - Thoi gian: 177.5 phut
Vong lap 52/100 - Repository: 59 - FE luy ke: 1060 - Thoi gian: 180.9 phut
Vong lap 53/100 - Repository: 59 - FE luy ke: 1080 - Thoi gian: 184.4 phut
Vong lap 54/100 - Repository: 60 - FE luy ke: 1100 - Thoi gian: 188.0 phut
Vong lap 55/100 - Repository: 60 - FE luy ke: 1120 - Thoi gian: 191.6 phut
Vong lap 56/100 - Repository: 60 - FE luy ke: 1140 - Thoi gian: 195.0 phut
Vong lap 57/100 - Repository: 60 - FE luy ke: 1160 - Thoi gian: 198.5 phut
Vong lap 58/100 - Repository: 61 - FE luy ke: 1180 - Thoi gian: 202.0 phut
Vong lap 59/100 - Repository: 62 - FE luy ke: 1200 - Thoi gian: 205.5 phut
Vong lap 60/100 - Repository: 62 - FE luy ke: 1220 - Thoi gian: 208.9 phut
Vong lap 61/100 - Repository: 62 - FE luy ke: 1240 - Thoi gian: 212.4 phut
Vong lap 62/100 - Repository: 63 - FE luy ke: 1260 - Thoi gian: 216.0 phut
Vong lap 63/100 - Repository: 63 - FE luy ke: 1280 - Thoi gian: 219.6 phut
Vong lap 64/100 - Repository: 64 - FE luy ke: 1300 - Thoi gian: 223.1 phut
Vong lap 65/100 - Repository: 65 - FE luy ke: 1320 - Thoi gian: 226.7 phut
Vong lap 66/100 - Repository: 65 - FE luy ke: 1340 - Thoi gian: 230.2 phut
Vong lap 67/100 - Repository: 67 - FE luy ke: 1360 - Thoi gian: 233.7 phut
Vong lap 68/100 - Repository: 67 - FE luy ke: 1380 - Thoi gian: 237.2 phut
Vong lap 69/100 - Repository: 68 - FE luy ke: 1400 - Thoi gian: 240.8 phut
Vong lap 70/100 - Repository: 69 - FE luy ke: 1420 - Thoi gian: 244.3 phut
Vong lap 71/100 - Repository: 69 - FE luy ke: 1440 - Thoi gian: 247.9 phut
Vong lap 72/100 - Repository: 71 - FE luy ke: 1460 - Thoi gian: 251.4 phut
Vong lap 73/100 - Repository: 71 - FE luy ke: 1480 - Thoi gian: 254.8 phut
Vong lap 74/100 - Repository: 71 - FE luy ke: 1500 - Thoi gian: 258.4 phut
Vong lap 75/100 - Repository: 71 - FE luy ke: 1520 - Thoi gian: 262.0 phut
Vong lap 76/100 - Repository: 72 - FE luy ke: 1540 - Thoi gian: 265.4 phut
Vong lap 77/100 - Repository: 72 - FE luy ke: 1560 - Thoi gian: 269.0 phut
Vong lap 78/100 - Repository: 72 - FE luy ke: 1580 - Thoi gian: 272.5 phut
Vong lap 79/100 - Repository: 73 - FE luy ke: 1600 - Thoi gian: 276.0 phut
Vong lap 80/100 - Repository: 72 - FE luy ke: 1620 - Thoi gian: 279.3 phut
Vong lap 81/100 - Repository: 72 - FE luy ke: 1640 - Thoi gian: 282.9 phut
Vong lap 82/100 - Repository: 72 - FE luy ke: 1660 - Thoi gian: 286.5 phut
Vong lap 83/100 - Repository: 72 - FE luy ke: 1680 - Thoi gian: 290.1 phut
Vong lap 84/100 - Repository: 73 - FE luy ke: 1700 - Thoi gian: 293.5 phut
Vong lap 85/100 - Repository: 73 - FE luy ke: 1720 - Thoi gian: 296.9 phut
Vong lap 86/100 - Repository: 73 - FE luy ke: 1740 - Thoi gian: 300.2 phut
Vong lap 87/100 - Repository: 73 - FE luy ke: 1760 - Thoi gian: 303.6 phut
Vong lap 88/100 - Repository: 73 - FE luy ke: 1780 - Thoi gian: 307.0 phut
Vong lap 89/100 - Repository: 74 - FE luy ke: 1800 - Thoi gian: 310.6 phut
Vong lap 90/100 - Repository: 74 - FE luy ke: 1820 - Thoi gian: 314.1 phut
Vong lap 91/100 - Repository: 75 - FE luy ke: 1840 - Thoi gian: 317.7 phut
Vong lap 92/100 - Repository: 75 - FE luy ke: 1860 - Thoi gian: 321.3 phut
Vong lap 93/100 - Repository: 74 - FE luy ke: 1880 - Thoi gian: 324.8 phut
Vong lap 94/100 - Repository: 74 - FE luy ke: 1900 - Thoi gian: 328.2 phut
Vong lap 95/100 - Repository: 76 - FE luy ke: 1920 - Thoi gian: 331.6 phut
Vong lap 96/100 - Repository: 77 - FE luy ke: 1940 - Thoi gian: 335.2 phut
Vong lap 97/100 - Repository: 77 - FE luy ke: 1960 - Thoi gian: 338.8 phut
Vong lap 98/100 - Repository: 77 - FE luy ke: 1980 - Thoi gian: 342.3 phut
Vong lap 99/100 - Repository: 77 - FE luy ke: 2000 - Thoi gian: 345.9 phut
Vong lap 100/100 - Repository: 77 - FE luy ke: 2020 - Thoi gian: 349.3 phut
HOAN THANH campaign MOSFOA Bai 6. Tong thoi gian: 5.82 gio. So nghiem Pareto: 77. Seed=514504181
