 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Bai 6 MOSFOA - SONG SONG] Np=20 Max_it=100 Nr=100 Num_work=8 (FE uoc tinh=2020)
ERROR: The process "SAP2000.exe" not found. 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to parallel pool with 8 workers.
KHOI TAO SEED MOI cho run nay: 510261322 (da luu, xem ket qua .mat truong rngSeedUsed).
Vong lap 63/100 - Repository: 65 - FE luy ke: 1280 - Thoi gian: 211.3 phut
Vong lap 64/100 - Repository: 67 - FE luy ke: 1300 - Thoi gian: 214.7 phut
Vong lap 65/100 - Repository: 67 - FE luy ke: 1320 - Thoi gian: 218.0 phut
Vong lap 66/100 - Repository: 67 - FE luy ke: 1340 - Thoi gian: 221.4 phut
Vong lap 67/100 - Repository: 67 - FE luy ke: 1360 - Thoi gian: 224.8 phut
Vong lap 68/100 - Repository: 67 - FE luy ke: 1380 - Thoi gian: 228.1 phut
Vong lap 69/100 - Repository: 67 - FE luy ke: 1400 - Thoi gian: 231.5 phut
Vong lap 70/100 - Repository: 69 - FE luy ke: 1420 - Thoi gian: 234.8 phut
Vong lap 71/100 - Repository: 70 - FE luy ke: 1440 - Thoi gian: 238.2 phut
Vong lap 72/100 - Repository: 70 - FE luy ke: 1460 - Thoi gian: 241.5 phut
Vong lap 73/100 - Repository: 70 - FE luy ke: 1480 - Thoi gian: 244.8 phut
Vong lap 74/100 - Repository: 70 - FE luy ke: 1500 - Thoi gian: 248.2 phut
Vong lap 75/100 - Repository: 70 - FE luy ke: 1520 - Thoi gian: 251.5 phut
Vong lap 76/100 - Repository: 71 - FE luy ke: 1540 - Thoi gian: 254.9 phut
Vong lap 77/100 - Repository: 71 - FE luy ke: 1560 - Thoi gian: 258.2 phut
Vong lap 78/100 - Repository: 71 - FE luy ke: 1580 - Thoi gian: 261.6 phut
Vong lap 79/100 - Repository: 71 - FE luy ke: 1600 - Thoi gian: 265.0 phut
Vong lap 80/100 - Repository: 71 - FE luy ke: 1620 - Thoi gian: 268.3 phut
Vong lap 81/100 - Repository: 71 - FE luy ke: 1640 - Thoi gian: 271.7 phut
Vong lap 82/100 - Repository: 71 - FE luy ke: 1660 - Thoi gian: 275.3 phut
Vong lap 83/100 - Repository: 71 - FE luy ke: 1680 - Thoi gian: 278.6 phut
Vong lap 84/100 - Repository: 73 - FE luy ke: 1700 - Thoi gian: 282.0 phut
Vong lap 85/100 - Repository: 75 - FE luy ke: 1720 - Thoi gian: 285.3 phut
Vong lap 86/100 - Repository: 75 - FE luy ke: 1740 - Thoi gian: 288.7 phut
Vong lap 87/100 - Repository: 75 - FE luy ke: 1760 - Thoi gian: 292.1 phut
Vong lap 88/100 - Repository: 75 - FE luy ke: 1780 - Thoi gian: 295.4 phut
Vong lap 89/100 - Repository: 75 - FE luy ke: 1800 - Thoi gian: 298.8 phut
Vong lap 90/100 - Repository: 75 - FE luy ke: 1820 - Thoi gian: 302.2 phut
Vong lap 91/100 - Repository: 75 - FE luy ke: 1840 - Thoi gian: 305.5 phut
Vong lap 92/100 - Repository: 75 - FE luy ke: 1860 - Thoi gian: 308.8 phut
Vong lap 93/100 - Repository: 75 - FE luy ke: 1880 - Thoi gian: 312.2 phut
Vong lap 94/100 - Repository: 75 - FE luy ke: 1900 - Thoi gian: 315.5 phut
Vong lap 95/100 - Repository: 75 - FE luy ke: 1920 - Thoi gian: 318.9 phut
Vong lap 96/100 - Repository: 76 - FE luy ke: 1940 - Thoi gian: 322.2 phut
Vong lap 97/100 - Repository: 77 - FE luy ke: 1960 - Thoi gian: 325.6 phut
Vong lap 98/100 - Repository: 77 - FE luy ke: 1980 - Thoi gian: 329.0 phut
Vong lap 99/100 - Repository: 77 - FE luy ke: 2000 - Thoi gian: 332.3 phut
Vong lap 100/100 - Repository: 77 - FE luy ke: 2020 - Thoi gian: 335.7 phut
HOAN THANH campaign MOSFOA Bai 6. Tong thoi gian: 5.59 gio. So nghiem Pareto: 77. Seed=510261322
